,5-11 active infected absolute,,,12-15 active infected absolute,,,16-19 active infected absolute,,,20-29 active infected absolute,,,30-39 active infected absolute,,,40-49 active infected absolute,,,50-59 active infected absolute,,,60-69 active infected absolute,,,70-79 active infected absolute,,,80-89 active infected absolute,,,90+ active infected absolute,,,5-11 active infected normalized,,,12-15 active infected normalized,,,16-19 active infected normalized,,,20-29 active infected normalized,,,30-39 active infected normalized,,,40-49 active infected normalized,,,50-59 active infected normalized,,,60-69 active infected normalized,,,70-79 active infected normalized,,,80-89 active infected normalized,,,90+ active infected normalized,,,5-11 serious condition absolute,,,12-15 serious condition absolute,,,16-19 serious condition absolute,,,20-29 serious condition absolute,,,30-39 serious condition absolute,,,40-49 serious condition absolute,,,50-59 serious condition absolute,,,60-69 serious condition absolute,,,70-79 serious condition absolute,,,80-89 serious condition absolute,,,90+ serious condition absolute,,,5-11 serious condition normalized,,,12-15 serious condition normalized,,,16-19 serious condition normalized,,,20-29 serious condition normalized,,,30-39 serious condition normalized,,,40-49 serious condition normalized,,,50-59 serious condition normalized,,,60-69 serious condition normalized,,,70-79 serious condition normalized,,,80-89 serious condition normalized,,,90+ serious condition normalized,,
Date,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated
2021-12-28T19:39:27.857Z,54,0,2969,1163,0,711,535,137,369,1258,291,473,1253,350,450,1332,247,331,888,102,184,629,54,102,325,25,52,107,5,26,25,2,6,109.2,0,291.6,325.5,0,286,141.4,181,314.3,143.5,138.2,243.7,148.8,183.7,314.9,158.1,182.4,298.3,126.4,118.4,251,98.7,112.7,185.2,69.8,96.1,166.3,52.8,30,157.2,56.9,27.5,101.1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,7,0,1,14,1,1,18,3,2,12,1,1,7,2,0,7,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0,1,0,0,4.9,0,0.7,12.6,0.1,1.2,24.5,0.5,4.2,21.8,0.2,3.8,22.4,1,0,42.3,0,0,0
2021-12-29T06:07:57.140Z,69,0,3087,1234,0,757,580,149,383,1346,305,503,1332,380,471,1426,267,347,965,114,192,670,56,109,367,26,54,119,5,25,27,2,6,122,0,303.3,345.2,0,304.3,153.1,196.7,326.2,153.4,144.8,259.2,158,199.3,329.8,169.2,197.1,312.8,137.3,132.3,262.2,105.1,116.8,197.9,78.8,99.8,173.4,58.7,30,151.5,61.4,27.4,101.4,0,0,2,0,0,0,0,0,1,0,0,2,0,0,7,0,0,14,1,1,18,3,2,14,1,1,8,3,0,8,0,0,0,0,0,0.2,0,0,0,0,0,0.9,0,0,1,0,0,4.9,0,0,12.6,0.1,1.2,24.6,0.5,4.2,25.4,0.2,3.8,25.7,1.5,0,48.5,0,0,0
2021-12-29T15:28:34.223Z,81,0,3184,1371,0,781,674,159,399,1540,345,549,1480,392,497,1578,282,364,1078,122,204,733,54,115,429,28,50,124,5,25,29,2,6,141.1,0,313.3,383.4,0,314.2,177.9,210.7,340.2,175.4,164.3,283.4,175.5,206.2,348.6,187.2,208.8,328.7,153.4,142.1,278.9,114.9,112.9,208.9,92.1,107.7,160.7,61.1,30.1,151.6,66,27.5,101.5,0,0,1,0,0,0,0,0,1,1,0,2,0,0,7,0,0,15,1,2,17,3,2,14,1,1,7,4,0,7,1,0,0,0,0,0.1,0,0,0,0,0,0.9,0.1,0,1,0,0,4.9,0,0,13.5,0.1,2.3,23.2,0.5,4.2,25.4,0.2,3.8,22.5,2,0,42.4,2.3,0,0
2021-12-30T06:34:40.830Z,101,0,3395,1491,0,822,761,165,433,1749,379,578,1678,422,532,1755,317,392,1191,134,225,816,64,121,484,27,53,146,5,23,36,2,7,152.1,0,336.4,416.3,0,331,200.5,219.5,369.6,198.9,180.9,298.8,198.7,222.4,373.6,208,235.1,354.4,169.3,156.3,308.2,127.9,133.9,220.1,103.8,104,171,72,30.1,139.7,81.8,27.5,119.1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,7,0,0,15,1,3,17,3,2,14,3,1,7,6,0,7,1,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,1,0,0,4.9,0,0,13.6,0.1,3.5,23.3,0.5,4.2,25.5,0.6,3.9,22.6,3,0,42.5,2.3,0,0
2021-12-30T15:28:21.973Z,101,0,3395,1491,0,822,761,165,433,1749,379,578,1678,422,532,1755,317,392,1191,134,225,816,64,121,484,27,53,146,5,23,36,2,7,152.1,0,336.4,416.3,0,331,200.5,219.5,369.6,198.9,180.9,298.8,198.7,222.4,373.6,208,235.1,354.4,169.3,156.3,308.2,127.9,133.9,220.1,103.8,104,171,72,30.1,139.7,81.8,27.5,119.1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,7,0,0,15,1,3,17,3,2,14,3,1,7,6,0,7,1,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,1,0,0,4.9,0,0,13.6,0.1,3.5,23.3,0.5,4.2,25.5,0.6,3.9,22.6,3,0,42.5,2.3,0,0
2021-12-30T20:30:40.577Z,128,0,3680,1700,0,896,875,184,462,2056,425,644,1890,459,568,2010,341,434,1350,141,243,901,71,123,553,29,52,163,6,24,36,1,7,192.7,0,367.7,474.6,0,361.7,230.5,246.6,395.3,233.8,203.9,333.7,223.8,243.2,399.8,238.2,254.2,393.1,191.9,165.3,333.5,141.2,149.1,224.1,118.6,111.9,167.9,80.3,36.2,145.9,81.8,13.8,119.3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,7,0,0,15,1,2,15,3,2,14,3,0,7,6,0,9,1,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,1,0,0,4.9,0,0,13.6,0.1,2.3,20.6,0.5,4.2,25.5,0.6,0,22.6,3,0,54.7,2.3,0,0
2021-12-31T04:35:17.407Z,137,0,3866,1833,0,946,926,194,481,2208,452,670,2009,482,595,2120,371,452,1445,149,253,959,75,135,589,30,53,172,7,25,36,2,7,190.3,0,386.6,511.4,0,381.8,243.8,260.1,411.1,250.9,216.7,347.3,237.7,255.3,418.9,251.1,276.5,409.6,205.4,174.6,347.5,150.5,158,240.6,126,114.8,178.9,85,42.6,144.8,80.6,27,140.2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,6,0,0,16,1,2,15,4,3,14,3,0,6,6,0,8,2,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,1,0,0,4.2,0,0,14.5,0.1,2.3,20.6,0.6,6.3,24.9,0.6,0,20.3,3,0,46.3,4.5,0,0
2021-12-31T13:07:55.053Z,156,0,4014,1938,0,998,1023,202,507,2377,475,733,2143,512,618,2249,397,471,1546,161,265,1030,77,140,607,30,53,184,7,27,39,2,7,216.6,0,401.6,540.7,0,402.8,269.3,270.9,433.4,270.1,227.8,380,253.5,271.3,435.2,266.3,296,426.9,219.7,188.7,364,161.7,162.2,249.5,129.9,114.8,178.9,91,42.6,156.3,87.3,27,140.2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,7,0,0,14,1,2,15,3,3,15,3,0,6,6,0,9,2,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,1,0,0,4.9,0,0,12.7,0.1,2.3,20.6,0.5,6.3,26.7,0.6,0,20.3,3,0,52.1,4.5,0,0
2022-01-01T16:15:46.947Z,192,0,4536,2255,0,1141,1236,249,589,2856,562,886,2553,593,714,2707,446,535,1839,192,311,1266,88,154,721,35,58,217,10,32,47,2,7,258.1,0,453.8,629.5,0,460.1,325.4,334.2,503.1,324.6,269.8,458,302,314.2,502,320.5,331.8,486.2,261.4,224.7,426.9,198.5,184.6,278.3,154.7,135.3,184.5,106.4,59.8,209.5,105,27,141.9,0,0,1,0,0,0,0,0,1,0,0,2,0,0,7,0,0,14,1,2,20,5,3,16,4,0,6,7,0,9,1,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,1,0,0,4.9,0,0,12.7,0.1,2.3,27.5,0.8,6.3,28.9,0.9,0,19.1,3.4,0,58.9,2.2,0,0
2022-01-01T20:53:20.053Z,196,0,4591,2293,0,1159,1261,254,593,2945,570,892,2630,600,718,2801,456,543,1900,193,315,1298,88,157,745,37,59,220,10,36,45,2,7,263.5,0,459.4,640.1,0,467.4,331.9,340.9,506.5,334.7,273.7,461.1,311.1,318,504.9,331.7,339.3,493.5,270.1,225.9,432.4,203.6,184.6,283.7,159.9,143,187.7,107.9,59.8,235.7,100.5,27,141.9,0,0,1,0,0,0,0,0,1,0,0,2,0,0,7,0,0,14,1,2,20,5,3,16,4,0,6,7,0,9,1,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,1,0,0,4.9,0,0,12.7,0.1,2.3,27.5,0.8,6.3,28.9,0.9,0,19.1,3.4,0,58.9,2.2,0,0
2022-01-02T06:52:23.980Z,232,0,4694,2381,0,1183,1335,262,601,3096,585,909,2798,617,743,3006,473,561,1996,202,329,1382,90,162,785,37,66,238,11,37,48,2,7,282.2,0,469.6,664,0,476.7,350.7,351.8,513.1,351.2,280.9,470,330.5,326.8,522.6,355.6,351.8,509.9,283.5,236.4,451.9,216.6,188.7,292.7,168.4,143,210.5,116.6,65.7,243.4,107.1,27,143.5,0,0,1,0,0,0,0,0,1,0,0,2,0,0,8,0,0,14,1,2,22,3,3,17,4,0,10,8,0,9,3,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,1,0,0,5.6,0,0,12.7,0.1,2.3,30.2,0.5,6.3,30.7,0.9,0,31.9,3.9,0,59.2,6.7,0,0
2022-01-02T15:50:31.227Z,255,0,4813,2510,0,1234,1401,276,615,3246,605,987,2968,639,765,3179,486,583,2090,207,336,1447,88,154,813,37,68,240,12,38,46,2,6,310.1,0,485.7,700,0,498.7,368,374.1,526.4,368.2,292.6,511.6,350.6,340.8,539.5,376,363.8,531,296.9,243.6,462.5,226.8,185.4,278.7,174.4,143.5,217.1,117.6,71.8,250.3,102.6,27,123.1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8,0,0,16,0,2,21,5,4,15,5,0,11,8,0,12,3,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,0.5,0,0,5.6,0,0,14.6,0,2.4,28.9,0.8,8.4,27.1,1.1,0,35.1,3.9,0,79,6.7,0,0
2022-01-02T18:54:40.540Z,260,0,4862,2546,0,1254,1428,278,618,3296,613,1012,3047,651,774,3264,495,591,2135,215,338,1473,88,154,830,38,68,243,12,38,49,2,6,316.1,0,491.8,710,0,507.2,375,378.2,529.4,373.8,297.2,525,359.9,348,546.2,386,371.5,538.9,303.3,253.5,465.7,230.9,185.7,278.7,178.1,147.6,217.2,119.1,71.9,250.3,109.3,27,123.1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8,0,0,16,0,2,21,5,4,15,5,0,11,8,0,12,3,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,0.5,0,0,5.6,0,0,14.6,0,2.4,28.9,0.8,8.4,27.2,1.1,0,35.1,3.9,0,79.1,6.7,0,0
2022-01-03T07:07:20.643Z,324,0,5272,2803,0,1384,1618,307,669,3677,692,1121,3430,726,852,3662,552,671,2377,240,367,1649,98,174,930,46,75,284,13,39,61,2,10,365.9,0,534.3,781,0,559.8,423.9,418.9,573,416.2,335.9,582,404.5,388.5,601.8,432.7,414.7,612,337.4,283.2,506.5,258.4,206.9,315,199.4,178.6,240.1,139.1,77.9,258.2,135.9,27,207.3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7,0,0,17,0,2,21,5,4,16,4,1,8,8,1,10,2,0,0,0,0,0.1,0,0,0,0,0,0.9,0,0,0.5,0,0,4.9,0,0,15.5,0,2.4,29,0.8,8.4,29,0.9,3.9,25.6,3.9,6,66.2,4.5,0,0
2022-01-03T15:33:46.397Z,357,0,5667,3056,0,1533,1806,343,747,4086,771,1261,3776,798,928,4055,607,753,2614,255,408,1805,109,200,1036,51,75,309,14,40,65,3,11,403,0,574.7,851.4,0,620.5,473.2,469.4,640.6,462.4,375.2,655.5,445.3,428.1,656.2,479.1,457.1,687.5,371,301.5,563.5,282.8,230.4,362.3,222.2,198.5,240.3,151.3,84,264.9,144.9,40.5,228.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,19,0,3,22,5,3,15,5,1,7,6,1,9,2,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.5,0,0,4.9,0,0,17.3,0,3.5,30.4,0.8,6.3,27.2,1.1,3.9,22.4,2.9,6,59.6,4.5,0,0
2022-01-03T18:52:57.780Z,366,0,5779,3119,0,1577,1845,356,771,4197,797,1290,3860,826,946,4146,618,775,2669,261,416,1848,114,203,1060,50,75,316,14,39,69,3,11,413.1,0,588.9,869,0,638.9,483.4,489.5,661.8,475,388.8,671.3,455.2,444,669.5,489.9,466.3,708.1,378.8,309.2,574.9,289.6,241.3,368,227.3,194.8,240.5,154.8,84.1,258.4,153.8,40.5,228.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,19,0,3,22,5,3,15,5,1,7,6,1,9,2,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0.5,0,0,5,0,0,17.4,0,3.6,30.4,0.8,6.4,27.2,1.1,3.9,22.4,2.9,6,59.6,4.5,0,0
2022-01-04T07:05:05.987Z,400,0,6157,3322,0,1697,2018,389,822,4556,859,1403,4135,906,1015,4478,668,841,2848,290,439,1984,121,220,1132,52,81,346,16,42,80,4,12,421.1,0,628.6,925.7,0,687.5,527.7,535,705.6,514.7,419.2,730.7,487,487.2,718.5,528.6,504.2,769,403.9,343.6,607.1,310.8,256.3,398.7,242.6,202.6,261,169.4,96.1,278.7,178,53.9,253,0,0,0,0,0,0,0,0,1,2,0,2,1,0,7,0,0,17,0,3,22,6,3,15,7,1,7,6,1,10,3,0,2,0,0,0,0,0,0,0,0,0.9,0.2,0,1,0.1,0,5,0,0,15.5,0,3.6,30.4,0.9,6.4,27.2,1.5,3.9,22.6,2.9,6,66.4,6.7,0,42.2
2022-01-04T10:55:29.490Z,411,0,6226,3380,0,1725,2079,404,838,4670,876,1431,4213,926,1027,4568,673,860,2911,299,445,2030,122,224,1162,52,82,356,16,43,84,4,11,432.6,0,635.7,941.9,0,698.8,543.7,555.6,719.4,527.6,427.5,745.2,496.1,497.9,727,539.2,507.9,786.4,412.9,354.2,615.4,318,258.4,406,249,202.6,264.2,174.3,96.1,285.3,186.8,54,231.9,0,0,0,0,0,0,0,0,1,2,0,2,1,0,7,0,0,17,0,3,22,6,3,15,7,1,7,6,1,10,3,0,2,0,0,0,0,0,0,0,0,0.9,0.2,0,1,0.1,0,5,0,0,15.5,0,3.6,30.4,0.9,6.4,27.2,1.5,3.9,22.6,2.9,6,66.4,6.7,0,42.2
2022-01-04T15:54:37.730Z,432,0,6327,3465,0,1784,2172,412,877,4873,904,1494,4341,961,1053,4729,693,881,3011,301,455,2089,124,233,1210,54,83,369,17,42,90,4,11,454.7,0,646.3,965.5,0,723,568,567.7,753.3,550.5,441.7,778.6,511.2,517.5,745.9,558.2,523.8,806.1,427,357.1,629.6,327.2,263,422.5,259.3,210.8,267.6,180.6,102.2,279,200.2,54,232.1,0,0,0,0,0,0,0,0,1,2,0,1,1,0,7,0,0,17,0,3,21,6,3,14,7,1,8,7,1,10,4,0,1,0,0,0,0,0,0,0,0,0.9,0.2,0,0.5,0.1,0,5,0,0,15.6,0,3.6,29.1,0.9,6.4,25.4,1.5,3.9,25.8,3.4,6,66.4,8.9,0,21.1
2022-01-05T06:38:26.120Z,530,1,7263,4062,2,2074,2643,502,1048,6219,1122,1896,5327,1177,1258,5745,845,1041,3663,376,522,2535,150,280,1491,65,111,450,19,53,104,6,13,528.6,3333.3,746.9,1132.4,262.5,841.4,690.2,695,901.7,701.6,549.9,989.5,626.6,635.4,892.6,677.5,640.5,954.2,519.1,447.2,723.9,397,318.7,508.2,319.4,254.3,359,220.1,114.6,354.7,231,81.3,277.2,0,0,0,0,0,0,0,0,2,1,0,2,1,0,7,0,0,15,0,4,19,8,2,16,7,2,9,7,0,10,8,1,3,0,0,0,0,0,0,0,0,1.7,0.1,0,1,0.1,0,5,0,0,13.7,0,4.8,26.3,1.3,4.2,29,1.5,7.8,29.1,3.4,0,66.9,17.8,13.5,64
2022-01-05T15:17:42.473Z,568,1,7611,4299,2,2219,2918,545,1167,6862,1230,2190,5743,1251,1422,6221,892,1131,3965,404,578,2719,166,308,1585,65,117,482,21,59,114,6,14,566.2,3333.3,783.2,1198.5,266.3,900.8,761.9,757.7,1005.2,774.1,604.2,1144.1,675.5,676.8,1010.1,733.6,677.3,1037.7,561.9,481.5,802.2,425.8,353.4,559.5,339.6,254.8,378.7,235.8,126.9,395,253.3,81.4,299,0,0,0,0,0,0,0,0,2,0,0,2,1,0,7,0,0,16,0,4,20,9,2,16,8,2,10,8,0,10,6,1,2,0,0,0,0,0,0,0,0,1.7,0,0,1,0.1,0,5,0,0,14.7,0,4.8,27.8,1.4,4.3,29.1,1.7,7.8,32.4,3.9,0,67,13.3,13.6,42.7
2022-01-06T05:58:41.803Z,661,1,8413,4779,3,2564,3430,620,1387,8305,1449,2676,6665,1448,1675,7200,1019,1317,4528,469,684,3159,190,362,1812,74,136,572,27,62,133,6,20,616.9,3333.3,871,1332.3,276.2,1042.3,894.2,865.2,1195.8,935.2,713.8,1400.6,782.8,785.4,1192,848.1,775.8,1210.6,641.2,560.3,951,494.5,405.3,658.5,388.1,290.5,441.6,279.7,163.5,416.8,295.1,81.4,431.9,0,0,0,0,0,0,0,0,2,1,0,2,1,0,8,0,0,15,1,4,22,8,4,16,9,2,9,11,1,9,5,1,2,0,0,0,0,0,0,0,0,1.7,0.1,0,1,0.1,0,5.7,0,0,13.8,0.1,4.8,30.6,1.3,8.5,29.1,1.9,7.9,29.2,5.4,6.1,60.5,11.1,13.6,43.2
2022-01-06T15:24:33.777Z,699,1,8683,5004,4,2697,3702,665,1477,8929,1562,2905,7078,1517,1792,7598,1056,1400,4824,497,729,3369,197,389,1907,79,138,609,29,65,140,7,18,651.8,3333.3,899.9,1394.9,377.4,1097.4,965,931.4,1275.1,1005.4,771.3,1522.4,831.2,824.8,1276.7,895,805.9,1288.4,683.1,595.2,1014.6,527.4,421.3,708.3,408.4,311.2,448.8,297.8,176.1,437.9,310.7,95.2,390.2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,8,0,0,16,1,3,21,8,4,14,9,2,8,15,1,11,4,1,1,0,0,0,0,0,0,0,0,0.9,0,0,1,0.1,0,5.7,0,0,14.7,0.1,3.6,29.2,1.3,8.6,25.5,1.9,7.9,26,7.3,6.1,74.1,8.9,13.6,21.7
2022-01-06T19:47:51.777Z,718,1,8871,5108,4,2763,3812,685,1531,9185,1612,3004,7277,1543,1841,7804,1074,1437,4946,512,749,3473,205,394,1956,81,151,619,32,68,141,8,19,669.4,3333.3,921.7,1423.9,388.7,1125.7,993.6,962.5,1323,1034.2,797.3,1575.7,854.6,840.3,1312.6,919.2,821,1323.6,700.4,614.4,1043.1,543.6,439,717.9,418.9,319.6,491.3,302.7,194.5,458.3,312.9,108.8,411.9,0,0,0,0,0,0,0,0,1,1,0,2,1,0,7,0,0,15,1,3,21,8,4,14,9,2,8,15,1,11,5,1,1,0,0,0,0,0,0,0,0,0.9,0.1,0,1,0.1,0,5,0,0,13.8,0.1,3.6,29.2,1.3,8.6,25.5,1.9,7.9,26,7.3,6.1,74.1,11.1,13.6,21.7
2022-01-07T05:58:30.887Z,791,1,9580,5526,5,3060,4302,759,1715,10208,1786,3343,7920,1740,2036,8480,1198,1587,5375,563,853,3867,232,435,2183,92,170,699,37,76,159,8,20,716.8,3448.3,998.1,1541.2,389.4,1247.5,1121.1,1068.5,1481.1,1148.3,885.2,1755.1,929.3,949,1453.4,998.3,917.4,1463.1,760.8,676.4,1189.2,605.3,497.4,792.9,467.4,362.7,555.3,341.7,225,513.9,352.4,108.8,438.3,0,0,0,0,0,0,0,0,1,1,0,2,1,0,6,0,0,13,1,3,23,9,3,15,10,4,9,14,2,13,5,0,2,0,0,0,0,0,0,0,0,0.9,0.1,0,1.1,0.1,0,4.3,0,0,12,0.1,3.6,32.1,1.4,6.4,27.3,2.1,15.8,29.4,6.8,12.2,87.9,11.1,0,43.8
2022-01-07T12:58:32.947Z,818,1,9844,5687,6,3220,4514,803,1823,10698,1877,3567,8196,1802,2112,8821,1227,1663,5594,586,894,4027,246,448,2279,96,176,750,38,82,176,10,24,741,3448.3,1028.3,1586.1,489,1314.9,1176.3,1134.9,1575.7,1203.4,932.8,1874.5,961.6,986.2,1509.7,1038.4,942.8,1535.7,791.8,706.2,1248,630.3,528.7,817.1,487.9,379.3,575.6,366.6,231.3,555.4,390.1,136.2,526.1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,7,0,0,13,1,3,23,9,3,16,10,4,9,14,2,14,5,0,2,0,0,0,0,0,0,0,0,0.9,0.1,0,1.1,0.1,0,5,0,0,12,0.1,3.6,32.1,1.4,6.4,29.2,2.1,15.8,29.4,6.8,12.2,94.8,11.1,0,43.8
2022-01-08T14:39:56.340Z,937,1,11318,6454,13,3888,5371,985,2271,12692,2283,4353,9654,2180,2583,10262,1472,2011,6586,701,1103,4891,302,552,2788,120,219,928,51,102,231,12,28,837.9,3448.3,1184.6,1802.9,862.1,1588.7,1399.5,1397.7,1964,1427.2,1136.9,2290.4,1132.4,1195.6,1848.5,1207.9,1133.6,1858.5,932,846.3,1542.4,765.5,649.7,1007.3,596.8,474.6,718.3,453.5,310.6,694.1,511.7,163.4,619.1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,1,0,13,3,3,21,13,4,19,15,5,10,19,6,17,5,0,4,0,0,0,0,0,0,0,0,0.9,0,0,0.5,0.1,0,5,0.1,0,12,0.4,3.6,29.4,2,8.6,34.7,3.2,19.8,32.8,9.3,36.5,115.7,11.1,0,88.4
2022-01-08T19:44:58.737Z,954,1,11549,6569,13,3979,5511,1012,2324,12920,2326,4523,9840,2223,2651,10407,1500,2061,6691,714,1130,4969,309,564,2838,122,221,939,51,102,232,12,30,852.9,3448.3,1209.6,1835,876,1626.7,1436,1438.4,2010.4,1452.8,1159.6,2380.6,1154.2,1220.3,1897.6,1224.9,1156.2,1905.2,946.9,862.7,1580.4,777.7,665.3,1029.4,607.5,482.7,724.9,458.9,310.7,694.2,514,163.4,663.3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,1,0,13,3,3,21,13,4,19,15,5,10,19,6,17,5,0,4,0,0,0,0,0,0,0,0,0.9,0,0,0.5,0.1,0,5,0.1,0,12,0.4,3.6,29.4,2,8.6,34.7,3.2,19.8,32.8,9.3,36.6,115.7,11.1,0,88.4
2022-01-09T06:19:16.987Z,1020,1,12097,6822,14,4206,5862,1091,2474,13722,2492,4799,10402,2362,2843,11055,1608,2225,7138,759,1228,5413,334,613,3125,132,232,1023,55,108,253,13,30,869.9,3448.3,1267,1903.1,868.5,1718.6,1523.4,1551,2139.4,1539.8,1242.4,2526.6,1217.9,1296.6,2036.4,1299.6,1239.4,2056.5,1009.3,916.8,1719.4,846.9,718.9,1118.5,668.6,522,763.5,499.7,335.1,736.6,559.7,176.9,671.6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,3,0,14,4,3,21,17,6,20,23,6,10,20,6,19,9,1,4,0,0,0,0,0,0,0,0,0.9,0,0,0.5,0.1,0,5,0.4,0,12.9,0.6,3.6,29.4,2.7,12.9,36.5,4.9,23.7,32.9,9.8,36.6,129.6,19.9,13.6,89.5
2022-01-09T08:39:49.110Z,1026,1,12088,6801,14,4215,5917,1101,2492,13799,2500,4849,10436,2373,2874,11062,1615,2238,7155,759,1234,5453,333,619,3144,132,234,1027,57,109,253,13,30,874.9,3571.4,1266.1,1897.2,869.6,1722.3,1537.7,1565.3,2155,1548.4,1246.4,2552.9,1221.9,1302.8,2058.6,1300.4,1244.8,2068.5,1011.7,916.8,1727.8,853.1,716.8,1129.5,672.7,522.1,770.1,501.7,347.3,743.5,559.7,176.9,671.6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,4,0,14,5,3,22,17,6,20,22,6,10,20,6,20,9,1,5,0,0,0,0,0,0,0,0,0.9,0,0,0.5,0.1,0,5,0.5,0,12.9,0.7,3.6,30.8,2.7,12.9,36.5,4.7,23.7,32.9,9.8,36.6,136.4,19.9,13.6,111.9
2022-01-09T12:16:27.570Z,1034,1,12165,6801,14,4262,5988,1122,2564,13881,2523,4932,10512,2396,2930,11125,1623,2258,7202,767,1239,5511,336,639,3170,131,237,1044,57,110,249,13,31,881.3,3571.4,1274.4,1897.2,880.5,1741.8,1556.1,1596.6,2217.5,1557.5,1258.5,2597,1230.7,1316.2,2099.3,1307.8,1251.9,2087.5,1018.3,927.1,1735.2,862.2,723.7,1166.2,678.3,518.5,780.3,510,347.6,750.6,550.9,176.9,694.6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,4,0,14,5,3,22,17,6,20,22,6,10,20,6,20,9,1,5,0,0,0,0,0,0,0,0,0.9,0,0,0.5,0.1,0,5,0.5,0,12.9,0.7,3.6,30.8,2.7,12.9,36.5,4.7,23.7,32.9,9.8,36.6,136.5,19.9,13.6,112
