,5-11 active infected absolute,,,12-15 active infected absolute,,,16-19 active infected absolute,,,20-29 active infected absolute,,,30-39 active infected absolute,,,40-49 active infected absolute,,,50-59 active infected absolute,,,60-69 active infected absolute,,,70-79 active infected absolute,,,80-89 active infected absolute,,,90+ active infected absolute,,,5-11 active infected normalized,,,12-15 active infected normalized,,,16-19 active infected normalized,,,20-29 active infected normalized,,,30-39 active infected normalized,,,40-49 active infected normalized,,,50-59 active infected normalized,,,60-69 active infected normalized,,,70-79 active infected normalized,,,80-89 active infected normalized,,,90+ active infected normalized,,,5-11 serious condition absolute,,,12-15 serious condition absolute,,,16-19 serious condition absolute,,,20-29 serious condition absolute,,,30-39 serious condition absolute,,,40-49 serious condition absolute,,,50-59 serious condition absolute,,,60-69 serious condition absolute,,,70-79 serious condition absolute,,,80-89 serious condition absolute,,,90+ serious condition absolute,,,5-11 serious condition normalized,,,12-15 serious condition normalized,,,16-19 serious condition normalized,,,20-29 serious condition normalized,,,30-39 serious condition normalized,,,40-49 serious condition normalized,,,50-59 serious condition normalized,,,60-69 serious condition normalized,,,70-79 serious condition normalized,,,80-89 serious condition normalized,,,90+ serious condition normalized,,
Date,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated,Recently vaccinated,Expired vaccinated,Not vaccinated
2021-11-20T19:00:13.100Z,,,,37,0,304,24,36,120,54,125,299,128,162,294,131,106,239,59,43,141,59,33,82,50,12,44,18,7,27,5,1,4,,,,10.5,0,120,6.7,40.3,99.6,6.4,53.6,144.5,15.7,77.1,193.9,15.9,71.1,204.3,8.6,46.2,178.4,9.3,64.7,142,10.9,43.6,120.5,9,40.4,147.1,11.7,13.5,57.8,,,,0,0,0,0,0,0,0,2,6,0,0,8,1,0,19,1,2,27,3,2,27,7,1,14,3,0,5,0,0,1,,,,0,0,0,0,0,0,0,0.9,2.9,0,0,5.3,0.1,0,16.2,0.1,2.1,34.2,0.5,3.9,46.7,1.5,3.6,38.3,1.5,0,27.2,0,0,14.5
2021-11-21T04:51:55.380Z,,,,40,0,310,26,37,120,57,125,296,132,160,301,130,109,238,58,46,141,59,33,80,51,12,42,18,7,25,5,1,5,,,,11.3,0,122.2,7.2,41.4,99.6,6.8,53.6,143.1,16.2,76.1,198.5,15.8,73.1,203.4,8.4,49.4,178.5,9.3,64.6,138.6,11.1,43.6,115.4,9,40.4,136.4,11.7,13.5,72.5,,,,0,0,0,0,0,0,0,2,6,0,0,7,1,0,19,1,2,26,3,2,24,8,0,12,1,0,5,0,0,0,,,,0,0,0,0,0,0,0,0.9,2.9,0,0,4.6,0.1,0,16.2,0.1,2.1,32.9,0.5,3.9,41.6,1.7,0,33,0.5,0,27.3,0,0,0
2021-11-21T08:06:26.517Z,,,,38,0,310,26,38,120,58,123,290,130,159,293,132,109,228,61,45,141,51,32,77,49,13,40,16,7,26,5,1,4,,,,10.7,0,122.2,7.2,42.5,99.6,6.9,52.7,140.2,16,75.6,193.2,16,73.1,194.9,8.8,48.3,178.5,8.1,62.7,133.4,10.7,47.2,109.9,8,40.4,141.9,11.7,13.5,58,,,,0,0,0,0,0,0,0,2,6,0,0,8,1,0,19,1,2,27,3,2,26,7,1,14,2,0,6,0,0,0,,,,0,0,0,0,0,0,0,0.9,2.9,0,0,5.3,0.1,0,16.2,0.1,2.1,34.2,0.5,3.9,45.1,1.5,3.6,38.5,1,0,32.7,0,0,0
2021-11-22T07:09:49.887Z,,,,40,0,312,27,36,129,58,127,310,135,164,289,142,113,232,65,47,149,49,31,82,49,13,43,16,7,27,4,1,5,,,,11.3,0,123,7.5,40.6,107.1,6.9,54.8,150.2,16.6,78.5,191,17.2,76.2,198.7,9.4,50.7,189.1,7.8,61,142.3,10.7,47.4,118.7,8,40.5,147.7,9.3,13.6,72.8,,,,0,0,0,0,0,0,0,2,6,0,0,9,1,0,18,1,2,25,3,3,25,6,1,15,3,0,6,0,0,1,,,,0,0,0,0,0,0,0,0.9,2.9,0,0,5.9,0.1,0,15.4,0.1,2.2,31.7,0.5,5.9,43.4,1.3,3.6,41.4,1.5,0,32.8,0,0,14.6
2021-11-22T15:45:20.783Z,0,0,2150,40,0,334,27,36,131,59,129,315,138,179,296,153,120,242,67,48,152,48,34,81,46,13,43,17,7,28,4,1,5,0,0,173.7,11.3,0,131.8,7.5,40.7,108.8,7,55.7,152.7,16.9,85.7,195.7,18.6,81,207.3,9.7,51.8,192.9,7.6,67,140.6,10,47.4,118.7,8.5,40.5,153.2,9.3,13.6,72.8,0,0,1,0,0,0,0,0,0,0,2,6,0,0,9,1,0,19,1,2,24,2,3,24,5,1,15,3,0,6,1,0,1,0,0,0.1,0,0,0,0,0,0,0,0.9,2.9,0,0,5.9,0.1,0,16.3,0.1,2.2,30.5,0.3,5.9,41.7,1.1,3.6,41.4,1.5,0,32.8,2.3,0,14.6
2021-11-22T18:50:51.070Z,0,0,2172,41,0,336,27,36,131,59,129,315,140,181,296,154,120,242,67,48,151,49,34,81,46,13,43,17,7,28,4,1,5,0,0,175.5,11.6,0,132.6,7.5,40.9,108.9,7,55.9,152.9,17.2,86.9,195.9,18.7,81.2,207.4,9.7,51.9,191.8,7.8,67.1,140.7,10,47.5,118.7,8.5,40.6,153.2,9.3,13.6,72.9,0,0,1,0,0,0,0,0,0,0,2,6,0,0,9,1,0,19,1,2,24,2,3,24,5,1,15,3,0,6,1,0,1,0,0,0.1,0,0,0,0,0,0,0,0.9,2.9,0,0,6,0.1,0,16.3,0.1,2.2,30.5,0.3,5.9,41.7,1.1,3.7,41.4,1.5,0,32.8,2.3,0,14.6
2021-11-23T04:35:54.710Z,0,0,2307,42,0,348,27,36,134,59,134,320,153,185,301,167,124,248,74,51,154,51,36,81,47,13,43,17,9,27,4,1,4,0,0,186.4,11.9,0,137.2,7.4,40.9,111.4,7,58,155.4,18.7,88.8,199.2,20.3,83.9,212.6,10.7,55.1,195.9,8.1,71,140.8,10.2,47.5,119,8.5,52.2,148.2,9.3,13.6,58.4,0,0,0,0,0,0,0,0,0,0,2,7,0,0,8,1,0,19,1,2,22,2,2,23,6,1,13,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,3.4,0,0,5.3,0.1,0,16.3,0.1,2.2,28,0.3,3.9,40,1.3,3.7,36,1,0,27.4,2.3,0,14.6
2021-11-23T12:08:26.420Z,0,0,2374,46,0,366,28,38,138,61,139,325,159,196,313,173,132,260,76,54,159,53,37,82,48,13,43,17,9,28,4,1,4,0,0,191.9,13,0,144.4,7.7,43.2,114.8,7.2,60.2,157.9,19.5,94.1,207.2,21,89.3,222.9,11,58.4,202.3,8.4,73,142.5,10.4,47.6,119,8.5,52.2,153.7,9.3,13.6,58.4,0,0,0,0,0,0,0,0,0,0,2,6,0,1,10,1,0,19,1,2,23,2,2,24,5,1,15,4,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,2.9,0,0.5,6.6,0.1,0,16.3,0.1,2.2,29.3,0.3,3.9,41.7,1.1,3.7,41.5,2,0,27.4,2.3,0,14.6
2021-11-23T16:39:10.900Z,0,0,2388,46,0,368,28,38,138,61,139,324,162,198,316,175,135,260,76,55,157,53,38,83,48,13,43,18,9,27,4,1,4,0,0,193.2,13,0,145.2,7.7,43.3,114.8,7.2,60.3,157.5,19.8,95.2,209.3,21.2,91.5,223.1,11,59.6,199.8,8.4,75.1,144.3,10.4,47.6,119.1,9,52.3,148.3,9.3,13.6,58.4,0,0,0,0,0,0,0,0,0,0,2,6,0,1,9,1,0,19,1,2,23,2,2,24,6,1,17,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,2.9,0,0.5,6,0.1,0,16.3,0.1,2.2,29.3,0.3,4,41.7,1.3,3.7,47.1,1,0,27.5,2.3,0,14.6
2021-11-23T19:40:25.453Z,0,0,2424,48,0,370,29,38,139,62,141,325,162,201,319,178,137,262,77,56,158,55,38,84,49,13,43,18,10,27,4,1,4,0,0,196.9,13.6,0,146.1,8,43.4,115.7,7.4,61.3,158.1,19.8,96.8,211.4,21.6,93,224.9,11.1,60.7,201.2,8.7,75.2,146.1,10.7,47.7,119.1,9,58.1,148.3,9.3,13.6,58.4,0,0,0,0,0,0,0,0,0,0,2,6,0,1,9,1,0,19,1,2,23,2,2,24,6,1,17,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9,2.9,0,0.5,6,0.1,0,16.3,0.1,2.2,29.3,0.3,4,41.7,1.3,3.7,47.1,1,0,27.5,2.3,0,14.6
2021-11-24T05:37:43.090Z,0,0,2574,52,0,385,30,38,149,68,147,336,171,217,322,186,146,266,83,56,163,57,39,89,50,13,43,21,10,27,4,1,4,0,0,209.2,14.7,0,151.9,8.2,43.4,124.1,8.1,63.9,163.4,20.9,104.5,213.4,22.5,99,228.5,12,60.6,207.6,9,77.1,154.8,10.9,47.6,119.6,10.5,58.1,148.6,9.3,13.6,58.6,0,0,0,0,0,0,0,0,0,0,1,6,0,1,8,1,0,19,1,2,22,2,2,23,6,1,16,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0.4,2.9,0,0.5,5.3,0.1,0,16.3,0.1,2.2,28,0.3,4,40,1.3,3.7,44.5,1,0,27.5,2.3,0,14.6
2021-11-24T15:21:23.257Z,0,0,2628,54,0,393,31,41,147,71,148,341,175,219,323,191,146,271,83,56,163,58,40,92,50,13,44,24,10,27,4,1,4,0,0,213.9,15.3,0,155.1,8.5,46.9,122.5,8.4,64.4,166,21.4,105.6,214.2,23.1,99.2,232.9,12,60.8,207.7,9.2,79.2,160.1,10.9,47.7,122.4,12,58.2,148.6,9.3,13.6,58.6,0,0,0,0,0,0,0,0,1,0,1,6,0,0,7,1,0,18,1,2,23,2,2,23,5,1,16,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0.8,0,0.4,2.9,0,0,4.6,0.1,0,15.5,0.1,2.2,29.3,0.3,4,40,1.1,3.7,44.5,1.5,0,27.5,2.3,0,14.7
2021-11-25T14:42:10.830Z,0,0,2782,57,0,407,32,43,149,77,153,345,179,217,330,208,151,264,87,56,164,63,41,87,52,14,43,26,12,27,2,1,5,0,0,227.8,16.1,0,160.8,8.8,49.2,124.2,9.1,66.6,168.2,21.9,104.6,219.2,25.2,102.6,227.2,12.6,60.7,209.5,10,81,151.6,11.3,51.3,120,13,69.8,149.1,4.7,13.6,73.5,0,0,0,0,0,0,0,0,0,0,1,6,0,0,8,1,0,18,1,2,24,2,2,22,5,1,15,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,2.9,0,0,5.3,0.1,0,15.5,0.1,2.2,30.7,0.3,4,38.3,1.1,3.7,41.9,2,0,22.1,0,0,14.7
2021-11-25T19:03:17.597Z,0,0,2791,57,0,407,32,43,149,77,153,346,181,221,331,212,153,263,88,56,164,63,41,87,53,14,42,27,12,27,2,1,6,0,0,229.6,16.1,0,161,8.8,49.4,124.4,9.1,66.8,168.9,22.1,106.8,220.1,25.7,104.2,226.6,12.7,60.8,209.6,10,81.2,151.8,11.5,51.4,117.2,13.5,69.8,149.1,4.7,13.6,88.2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,8,1,0,18,1,2,24,2,2,22,5,1,15,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,2.9,0,0,5.3,0.1,0,15.5,0.1,2.2,30.7,0.3,4,38.4,1.1,3.7,41.9,2,0,22.1,0,0,14.7
2021-11-26T07:50:22.157Z,0,0,2886,64,0,415,32,41,149,77,156,348,187,230,342,220,162,258,92,58,163,66,41,89,56,15,43,25,12,27,2,1,6,0,0,237.9,18.1,0,164.1,8.8,47,124.2,9.1,67.8,170,22.9,110.9,227.5,26.6,110.1,222.4,13.3,62.8,208.6,10.4,80.8,155.3,12.2,54.9,120.3,12.5,69.7,149.6,4.7,13.6,88.5,0,0,0,0,0,0,0,0,0,0,1,6,0,0,8,1,1,19,1,2,23,2,2,21,4,0,17,3,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0.4,2.9,0,0,5.3,0.1,0.7,16.4,0.1,2.2,29.4,0.3,3.9,36.6,0.9,0,47.6,1.5,5.8,22.2,0,0,29.5
2021-11-26T13:02:51.440Z,0,0,2936,65,0,433,32,45,152,78,158,353,188,236,346,221,165,260,95,59,164,68,42,92,55,16,43,25,12,27,2,1,6,0,0,242.4,18.3,0,171.2,8.8,51.7,126.8,9.2,68.8,172.5,23,114,230.2,26.8,112.3,224.2,13.7,63.9,210,10.8,82.9,160.6,12,58.6,120.4,12.5,69.7,149.6,4.7,13.6,88.5,0,0,0,0,0,0,0,0,0,0,1,6,0,0,8,1,1,19,1,2,23,2,2,21,4,0,17,3,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0.4,2.9,0,0,5.3,0.1,0.7,16.4,0.1,2.2,29.4,0.3,3.9,36.6,0.9,0,47.6,1.5,5.8,22.2,0,0,29.5
2021-11-27T14:30:46.337Z,0,0,2984,67,0,446,32,46,153,82,164,359,195,241,357,233,171,262,104,58,169,69,44,93,55,17,44,26,12,28,2,1,6,0,0,247.3,18.9,0,176.3,8.8,52.8,127.5,9.7,71.3,175.5,23.9,116.2,237.7,28.2,116.2,226,15,62.8,216.8,10.9,86.7,162.4,12,62.1,123.5,13,69.5,155.5,4.7,13.5,88.8,0,0,0,0,0,0,0,0,0,0,1,6,0,0,9,1,1,21,1,1,23,1,2,16,5,1,15,4,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0.4,2.9,0,0,6,0.1,0.7,18.1,0.1,1.1,29.5,0.2,3.9,27.9,1.1,3.7,42.1,2,11.6,22.2,0,0,29.6
2021-11-27T16:05:49.107Z,0,0,2994,67,0,449,32,46,154,82,165,360,195,241,358,233,171,262,105,58,169,69,44,94,56,17,44,26,12,28,2,1,6,0,0,248.3,18.9,0,177.5,8.8,52.8,128.4,9.7,71.8,176,23.9,116.3,238.4,28.2,116.3,226,15.2,62.8,216.8,10.9,86.7,164.1,12.2,62.1,123.5,13,69.5,155.5,4.7,13.5,88.8,0,0,0,0,0,0,0,0,0,0,1,6,0,0,10,1,1,21,1,1,24,1,2,18,5,1,15,6,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0.4,2.9,0,0,6.7,0.1,0.7,18.1,0.1,1.1,30.8,0.2,3.9,31.4,1.1,3.7,42.1,3,11.6,22.2,0,0,29.6
2021-11-27T19:03:45.530Z,0,0,3007,67,0,451,32,46,154,82,165,356,196,241,358,233,171,264,107,58,169,69,44,94,56,17,44,26,12,28,2,2,6,0,0,249.5,18.9,0,178.3,8.8,52.9,128.4,9.7,71.8,174.1,24,116.3,238.4,28.2,116.3,227.8,15.5,62.8,216.8,10.9,86.7,164.1,12.2,62.1,123.5,13,69.5,155.5,4.7,27.1,88.8,0,0,0,0,0,0,0,0,0,0,1,6,0,0,10,1,1,21,1,1,24,1,2,18,5,1,15,6,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0.4,2.9,0,0,6.7,0.1,0.7,18.1,0.1,1.1,30.8,0.2,3.9,31.4,1.1,3.7,42.1,3,11.6,22.2,0,0,29.6
2021-11-28T05:05:26.313Z,0,0,3046,66,0,461,32,47,154,86,168,347,195,248,358,237,174,266,106,57,168,69,42,93,55,15,45,26,12,28,2,2,6,0,0,252.9,18.6,0,182.1,8.8,54,128.3,10.2,73.1,169.7,23.8,119.5,238.5,28.7,118.2,229.4,15.3,61.7,215.8,10.9,82.7,162.4,11.9,54.8,126.7,13,69.5,155.7,4.6,27.1,89,0,0,0,0,0,0,0,0,0,0,1,6,0,0,8,1,1,22,1,1,23,2,2,17,5,1,15,4,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0.4,2.9,0,0,5.3,0.1,0.7,19,0.1,1.1,29.5,0.3,3.9,29.7,1.1,3.7,42.2,2,11.6,22.2,0,13.5,29.7
2021-11-28T12:35:48.720Z,0,0,3087,73,0,457,32,48,153,88,170,347,201,245,353,246,177,269,108,57,170,68,41,94,55,15,45,27,12,29,2,2,5,0,0,256.4,20.6,0,180.6,8.8,55.2,127.6,10.4,74,169.8,24.6,118.2,235.3,29.8,120.4,232.1,15.6,61.7,218.4,10.7,80.8,164.2,11.9,54.8,126.8,13.5,69.5,161.3,4.6,27.1,74.2,0,0,0,0,0,0,0,0,1,0,1,6,0,0,9,1,1,22,1,1,24,1,2,20,4,1,16,6,2,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,2.9,0,0,6,0.1,0.7,19,0.1,1.1,30.8,0.2,3.9,34.9,0.9,3.7,45.1,3,11.6,22.2,0,13.5,14.8
2021-11-28T15:31:34.510Z,0,0,3090,73,0,458,32,48,153,88,170,346,201,246,354,246,177,269,108,57,170,68,41,94,55,15,44,27,12,29,2,2,5,0,0,256.7,20.6,0,181,8.8,55.2,127.6,10.4,74,169.3,24.6,118.7,236,29.8,120.4,232.2,15.6,61.8,218.5,10.7,80.8,164.3,11.9,54.9,124,13.5,69.5,161.3,4.6,27.1,74.2,0,0,0,0,0,0,0,0,1,0,1,6,0,0,9,1,1,22,1,2,24,1,2,20,4,1,15,4,2,4,0,1,1,0,0,0,0,0,0,0,0,0.8,0,0.4,2.9,0,0,6,0.1,0.7,19,0.1,2.2,30.8,0.2,3.9,34.9,0.9,3.7,42.3,2,11.6,22.3,0,13.6,14.8
2021-11-29T04:39:34.053Z,0,0,3218,79,0,470,32,49,155,93,175,338,207,252,334,252,182,250,112,60,162,69,44,94,57,15,45,26,12,29,2,2,5,0,0,269.1,22.3,0,185.8,8.8,56.7,129.3,11,76.4,165.7,25.3,122,222.8,30.5,124.1,216,16.2,65.2,208.5,10.9,87,164.5,12.4,55,127.3,13,69.6,161.7,4.6,27.1,74.4,0,0,0,0,0,0,0,0,1,0,1,6,0,0,7,1,1,22,1,2,23,2,3,18,5,1,13,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.4,2.9,0,0,4.7,0.1,0.7,19,0.1,2.2,29.6,0.3,5.9,31.5,1.1,3.7,36.8,1,11.6,22.3,0,0,14.9
2021-11-29T16:10:59.743Z,0,0,2244,65,0,346,24,29,104,73,122,246,156,182,238,177,122,183,89,34,121,42,30,75,40,12,39,25,9,25,1,2,3,0,0,187.9,18.3,0,136.9,6.6,33.6,86.8,8.6,53.4,120.7,19,88.3,159,21.4,83.4,158.3,12.9,37,155.9,6.6,59.4,131.3,8.7,44.1,110.4,12.5,52.3,139.4,2.3,27.2,44.7,0,0,0,0,0,0,0,0,1,0,1,6,0,0,8,1,1,22,1,1,23,1,3,19,4,2,12,2,2,3,0,0,2,0,0,0,0,0,0,0,0,0.8,0,0.4,2.9,0,0,5.3,0.1,0.7,19,0.1,1.1,29.6,0.2,5.9,33.3,0.9,7.3,34,1,11.6,16.7,0,0,29.8
2021-11-29T19:15:04.263Z,0,0,2251,65,0,348,24,29,105,73,122,248,156,182,241,178,123,181,89,34,123,42,30,74,40,12,39,25,9,23,1,2,3,0,0,189.3,18.3,0,137.8,6.6,33.8,87.7,8.6,53.5,121.8,19,88.5,161.1,21.5,84.2,156.6,12.9,37.1,158.5,6.6,59.5,129.6,8.7,44.1,110.4,12.5,52.4,128.3,2.3,27.2,44.7,0,0,0,0,0,0,0,0,1,0,1,6,0,0,8,1,1,22,1,1,23,1,3,19,4,2,12,2,2,3,0,0,2,0,0,0,0,0,0,0,0,0.8,0,0.4,2.9,0,0,5.3,0.1,0.7,19,0.1,1.1,29.6,0.2,5.9,33.3,0.9,7.4,34,1,11.6,16.7,0,0,29.8
2021-11-30T06:36:39.780Z,0,0,2292,68,0,353,23,31,101,75,124,254,157,180,235,179,124,188,81,35,125,42,28,72,40,10,39,25,8,22,1,2,3,0,0,192.9,19.2,0,139.6,6.3,36,84.3,8.8,54.2,124.8,19.1,87.3,157,21.6,84.8,162.7,11.7,38.1,161.3,6.6,55.4,126.1,8.7,36.7,110.9,12.5,46.5,122.8,2.3,27.1,44.9,0,0,0,0,0,0,0,0,1,0,1,6,0,0,7,1,1,22,1,1,23,1,3,19,5,2,12,2,2,3,0,0,2,0,0,0,0,0,0,0,0,0.8,0,0.4,2.9,0,0,4.7,0.1,0.7,19,0.1,1.1,29.7,0.2,5.9,33.3,1.1,7.3,34.1,1,11.6,16.7,0,0,29.9
2021-11-30T15:04:38.923Z,0,0,2311,72,0,359,25,32,105,80,126,247,153,179,236,176,121,186,90,35,122,44,28,73,42,10,41,26,8,24,1,2,3,0,0,195.2,20.3,0,142.1,6.8,37.3,87.7,9.4,55.2,121.4,18.7,87,157.8,21.3,82.9,161.1,13,38.1,157.5,7,55.5,127.9,9.1,36.8,116.6,13,46.6,134,2.3,27.2,44.9,0,0,0,0,0,0,0,0,1,0,1,6,0,1,7,1,1,20,1,2,22,2,2,18,5,2,12,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.4,2.9,0,0.5,4.7,0.1,0.7,17.3,0.1,2.2,28.4,0.3,4,31.5,1.1,7.4,34.1,1,11.7,22.3,0,0,15
2021-11-30T20:04:54.647Z,0,0,2330,75,0,362,25,31,105,80,124,249,153,180,237,179,122,187,90,36,122,43,30,73,41,10,42,26,8,24,1,2,3,0,0,196.9,21.1,0,143.3,6.8,36.1,87.7,9.4,54.3,122.4,18.7,87.5,158.5,21.6,83.6,162,13,39.2,157.5,6.8,59.5,127.9,8.9,36.8,119.5,13,46.6,134,2.3,27.2,44.9,0,0,0,0,0,0,0,0,1,0,1,6,0,1,7,1,1,20,1,2,22,2,2,18,5,2,12,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.4,2.9,0,0.5,4.7,0.1,0.7,17.3,0.1,2.2,28.4,0.3,4,31.5,1.1,7.4,34.1,1,11.7,22.3,0,0,15
2021-12-01T05:38:32.440Z,0,0,2346,78,0,368,27,36,106,79,127,245,155,182,228,176,125,184,90,36,116,45,29,73,39,10,41,24,8,26,1,2,3,0,0,198.9,22,0,145.6,7.4,41.9,88.6,9.3,55.6,120.5,18.9,88.3,152.6,21.3,85.5,159.5,13,39.2,149.9,7.1,57.5,128,8.5,36.7,117,12,46.5,145.7,2.3,27.2,45,0,0,0,0,0,0,0,0,1,0,1,6,0,1,7,1,1,19,1,2,22,2,2,18,5,2,12,2,2,5,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.4,3,0,0.5,4.7,0.1,0.7,16.5,0.1,2.2,28.4,0.3,4,31.6,1.1,7.3,34.2,1,11.6,28,0,0,15
2021-12-01T15:33:26.390Z,0,0,2300,79,0,347,27,34,100,81,126,239,160,177,217,178,121,179,87,31,109,47,27,72,39,9,39,24,9,25,1,2,3,0,0,195.4,22.3,0,137.4,7.4,39.7,83.6,9.5,55.2,117.6,19.5,86,145.3,21.5,82.9,155.3,12.6,33.8,141,7.4,53.6,126.4,8.5,33.1,111.3,12,52.4,140.1,2.3,27.2,45,0,0,0,0,0,0,0,0,1,0,1,6,1,1,7,0,1,19,1,2,22,2,2,19,5,2,12,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.4,3,0.1,0.5,4.7,0,0.7,16.5,0.1,2.2,28.5,0.3,4,33.3,1.1,7.4,34.3,1,11.7,22.4,0,0,15
2021-12-02T07:48:30.660Z,0,0,2293,78,0,359,28,40,101,84,133,243,161,185,228,172,122,179,83,28,108,49,26,76,39,10,43,24,8,23,2,2,5,0,0,195.7,22,0,142.1,7.6,46.7,84.4,9.9,58.3,119.7,19.6,89.9,152.8,20.8,83.7,155.4,12,30.5,139.9,7.7,51.6,133.6,8.5,36.8,123.1,11.9,46.5,129.1,4.6,27.1,75.3,0,0,0,0,0,0,0,0,1,0,1,6,1,1,7,0,1,19,1,2,22,2,2,19,6,1,12,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0.8,0,0.4,3,0.1,0.5,4.7,0,0.7,16.5,0.1,2.2,28.5,0.3,4,33.4,1.3,3.7,34.4,1,5.8,22.5,0,0,30.1
2021-12-02T17:11:01.660Z,0,0,2201,77,0,357,28,40,103,82,135,231,158,174,218,164,112,175,82,26,99,49,25,70,37,11,38,22,8,22,2,2,5,0,0,188.3,21.7,0,141.5,7.6,46.9,86.1,9.6,59.3,113.9,19.2,84.8,146.3,19.8,77,152,11.8,28.4,128.3,7.7,49.7,123.1,8,40.5,108.9,11,46.6,123.6,4.6,27.1,75.3,0,0,0,0,0,0,0,0,1,0,1,6,1,1,8,0,1,19,1,2,22,2,2,19,5,1,12,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0.8,0,0.4,3,0.1,0.5,5.4,0,0.7,16.5,0.1,2.2,28.5,0.3,4,33.4,1.1,3.7,34.4,1,5.8,11.2,0,0,45.2
2021-12-02T20:24:42.760Z,0,0,2210,77,0,361,29,40,106,81,134,229,160,174,218,163,112,175,81,27,102,50,26,70,36,11,39,21,8,22,2,2,5,0,0,189.8,21.7,0,143.2,7.9,47,88.7,9.5,59,113,19.5,84.9,146.4,19.7,77.1,152.1,11.7,29.6,132.3,7.9,51.7,123.1,7.8,40.5,111.8,10.5,46.7,123.7,4.6,27.2,75.3,0,0,0,0,0,0,0,0,1,0,1,6,1,1,8,0,1,19,1,2,22,2,2,19,5,1,12,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0.8,0,0.4,3,0.1,0.5,5.4,0,0.7,16.5,0.1,2.2,28.5,0.3,4,33.4,1.1,3.7,34.4,1,5.8,11.2,0,0,45.2
