Date,Hospitalized,Hospitalized without release,Easy,Medium,Hard,Critical,Ventilated,ECMO,New deaths,Serious (cumu),Ventilated (cumu),Dead (cumu),New hosptialized,New serious,New medium,New easy,In hotels,At home,Active isolations,New contact isolations,New abroad isolations,New other isolations,Positive results,Total infected,New infected,New receovered,Total tests,Tests for idenitifaction,People tested,Tests for Magen,Official antigen tests,Vaccinated reinfected,Unvaccinated reinfected,Reinfected cumulative percentage,Official R,Epidemiological Event
2022-03-17,974,890,476,94,319,161,146,22,7,29627,5849,10459,72,20,19,53,None,None,13341,199,15890,26,7163,3749286,6985,5247,68145,61298,55197,16784,12017,224,156,6.08,1.29,
2022-03-18,909,864,457,90,315,162,138,22,10,29644,5854,10469,59,21,11,53,None,None,11173,131,13596,36,7555,3756617,7331,7110,57620,50275,45118,6223,11006,232,153,6.08,1.2,
2022-03-19,946,898,501,89,325,160,140,20,8,29663,5860,10477,95,25,19,84,None,None,13496,69,14487,54,8017,3764425,7808,5861,45804,40238,37159,1581,16364,267,122,6.08,1.15,
2022-03-20,1010,913,561,85,327,163,141,20,6,29687,5863,10483,110,30,12,100,None,None,17117,199,20779,100,13413,3777352,12927,7417,80844,69932,63173,9954,23295,498,311,6.09,1.09,
2022-03-21,1030,936,559,80,331,151,140,20,8,29712,5869,10491,108,33,18,92,None,None,15289,211,19105,93,15109,3792122,14770,6629,111926,97351,87821,26992,22549,664,340,6.11,1.05,
2022-03-22,1070,935,606,75,318,151,135,20,8,29726,5870,10499,136,20,18,121,None,None,12122,292,15926,92,13703,3805576,13454,6845,97273,85680,78100,22018,23138,532,315,6.12,1.02,
2022-03-23,1048,938,604,72,314,153,135,19,1,29743,5875,10500,89,29,15,100,None,None,13154,331,16330,72,14362,3819673,14097,6043,179551,159175,76671,62264,23106,582,322,6.13,0.99,
2022-03-24,1004,892,587,75,305,145,126,19,8,29765,5877,10508,87,26,17,76,None,None,16292,277,18959,97,12286,3831711,12038,10143,105586,93780,67692,42763,19602,473,282,6.13,0.93,
2022-03-25,942,894,544,62,297,139,123,18,7,29782,5879,10515,61,20,3,54,None,None,13692,136,15512,59,12056,3843526,11815,13797,74062,64677,58601,7705,15494,451,249,6.13,0.89,
2022-03-26,994,944,599,65,292,136,116,19,12,29798,5881,10527,104,22,18,103,None,None,13698,196,13307,74,10052,3853388,9862,12414,52883,46628,41685,946,20181,369,218,6.13,0.85,
2022-03-27,1055,940,648,74,294,130,110,18,10,29821,5882,10537,120,28,18,103,None,None,19175,272,20862,141,16223,3869252,15864,14098,100332,87667,71474,16550,28358,631,395,6.13,0.83,
2022-03-28,1064,959,650,79,289,134,109,18,8,29842,5885,10545,116,33,24,117,None,None,16971,255,20829,125,15608,3884586,15334,12844,112166,97418,86181,25025,24047,617,431,6.14,0.81,
2022-03-29,1067,967,665,78,274,131,101,18,7,29860,5889,10552,118,23,16,104,None,None,15513,194,17778,97,14552,3898826,14240,12462,113153,97731,78895,27840,23604,507,432,6.14,0.79,
2022-03-30,1053,950,666,77,264,122,98,18,8,29882,5892,10560,102,28,18,96,None,None,11736,178,17427,93,12409,3910988,12162,9522,89685,78867,71223,18957,21798,471,377,6.15,0.78,
2022-03-31,1054,934,670,71,263,113,94,17,14,29908,5896,10574,107,38,18,110,None,None,13947,146,19252,88,10920,3921693,10705,11411,91171,79903,63443,29323,18229,368,361,6.15,0.76,
2022-04-01,980,888,611,63,268,118,102,16,4,29931,5903,10578,75,30,17,66,None,None,9764,154,16962,45,10761,3932197,10504,16305,72431,61782,55223,5533,13288,309,352,6.14,0.75,
2022-04-02,966,946,601,62,272,126,104,16,12,29954,5908,10590,82,31,10,84,None,None,11299,149,14045,52,7533,3939564,7367,13245,39418,35081,32649,512,15385,191,242,6.13,0.73,
2022-04-03,1009,896,645,75,262,121,99,16,11,29973,5913,10601,93,23,23,88,None,None,15026,254,21938,146,11007,3950352,10788,13779,77938,67218,60267,9755,21616,333,471,6.13,0.72,
2022-04-04,1041,922,672,76,245,111,97,16,9,29986,5916,10610,136,17,23,124,None,None,12715,313,20197,123,11088,3961264,10912,12251,86488,74289,67622,14420,17988,369,403,6.13,0.73,
2022-04-05,997,886,610,91,261,119,105,16,3,30022,5925,10613,92,44,35,77,None,None,11345,282,16681,133,9553,3970609,9345,10946,91463,78643,59901,27447,17277,331,333,6.13,0.72,
2022-04-06,963,863,575,82,272,119,101,15,9,30054,5928,10622,84,35,22,69,None,None,12571,209,18805,87,8210,3978675,8066,8610,74439,64911,56504,13957,16208,306,241,6.13,0.7,
2022-04-07,961,844,583,86,254,112,97,14,8,30078,5932,10630,98,26,25,93,None,None,13221,205,20176,49,6924,3985476,6801,9111,67471,58620,52950,12152,13614,273,200,6.13,0.7,
2022-04-08,924,855,560,70,248,105,91,13,8,30104,5933,10638,84,33,13,77,None,None,10628,139,19711,41,6853,3992187,6711,12521,63246,53881,48975,5174,9622,258,166,6.12,0.71,
2022-04-09,906,876,542,83,255,107,90,10,12,30132,5938,10650,75,32,18,66,None,None,11340,127,14214,45,4776,3996859,4672,9568,33802,30369,28167,742,11918,186,117,6.11,0.75,
2022-04-10,935,794,560,85,268,111,96,9,10,30158,5945,10660,77,31,19,74,None,None,15094,109,23068,84,6897,4003608,6749,9287,72520,63185,53678,11595,15138,264,185,6.11,0.78,
2022-04-11,885,791,523,74,246,109,93,9,7,30178,5948,10667,80,24,22,87,None,None,14967,229,25928,57,6788,4010248,6640,7783,78543,66666,60494,14543,12819,281,142,6.11,0.8,
2022-04-12,839,732,509,68,238,105,84,9,8,30194,5950,10675,73,21,17,72,None,None,15442,231,24473,56,5540,4015662,5414,6931,72983,61858,54673,12928,11988,222,143,6.11,0.79,
2022-04-13,785,688,462,57,224,102,81,9,7,30215,5954,10682,52,23,12,53,None,None,15593,278,27144,48,4891,4020452,4790,5836,75976,64536,57707,13041,12003,188,121,6.11,0.82,
2022-04-14,735,644,434,48,226,97,76,8,6,30234,5956,10688,68,22,7,57,None,None,18089,197,28536,24,4867,4025173,4721,6024,71325,61390,56217,10354,11067,183,123,6.1,0.86,
2022-04-15,695,646,391,51,210,90,72,8,8,30247,5956,10696,52,16,13,50,None,None,12733,159,22654,9,3972,4029021,3848,7555,64570,54328,48294,4033,8493,153,83,6.1,0.9,
2022-04-16,695,679,427,47,207,90,72,8,2,30258,5959,10698,61,14,7,67,None,None,9144,92,11604,21,2342,4031305,2284,3864,33867,29929,25703,440,9066,90,43,6.1,0.89,
2022-04-17,733,660,443,56,216,91,73,8,9,30278,5964,10707,70,24,14,58,None,None,12142,198,19020,31,4221,4035407,4102,7458,52445,44514,39846,8585,10365,165,92,6.09,0.86,
2022-04-18,745,668,458,44,221,91,77,8,9,30297,5968,10716,88,21,7,82,None,None,15352,252,24836,15,4407,4039701,4294,4883,62827,52985,48270,10547,9843,197,100,6.09,0.85,
2022-04-19,748,683,442,51,225,89,75,8,8,30323,5969,10724,70,29,18,58,None,None,15043,196,25334,18,4718,4044311,4610,4842,69504,57523,51650,10536,9295,194,81,6.09,0.87,
2022-04-20,732,667,428,55,223,89,72,7,6,30334,5973,10730,64,19,15,56,None,None,19062,184,32043,18,4148,4048378,4067,3658,74023,60245,52278,14887,8104,164,114,6.09,0.85,
2022-04-21,722,655,419,63,212,84,74,8,4,30347,5975,10734,57,16,18,53,None,None,26202,154,39097,15,3877,4052168,3790,3537,78589,63102,56233,11040,6641,172,99,6.09,0.81,
2022-04-22,700,675,388,64,207,82,73,8,4,30360,5976,10738,55,16,12,41,None,None,16649,99,25266,6,2520,4054644,2476,4730,66949,52101,46207,2072,5073,105,54,6.09,0.77,
2022-04-23,721,700,437,62,211,89,74,8,6,30373,5979,10744,60,16,9,65,None,None,17929,138,27324,20,2613,4057194,2550,4379,48060,38565,34797,773,8826,130,60,6.09,0.77,ביטול חובת עטיית מסיכה בחללים סגורים
2022-04-24,765,673,461,72,217,89,73,8,4,30388,5981,10748,66,22,17,64,None,None,28276,217,41967,27,4053,4061170,3976,4927,90085,75239,64496,10045,12257,200,106,6.09,0.78,
2022-04-25,736,658,436,60,214,88,70,8,1,30402,5984,10749,62,19,10,56,None,None,21257,188,34962,37,4535,4065629,4459,4415,100978,86717,77659,20298,9785,256,104,6.09,0.73,
2022-04-26,708,628,413,60,207,90,70,9,7,30423,5986,10756,52,23,13,57,None,None,15931,254,26946,42,3496,4069058,3429,4264,76727,67611,60327,13492,8401,182,93,6.09,0.77,
2022-04-27,678,620,392,60,202,88,72,9,5,30440,5989,10761,55,20,14,53,None,None,15356,257,27062,23,2710,4071710,2652,3068,77447,69920,58098,17267,7976,119,74,6.09,0.82,
2022-04-28,669,600,380,57,200,76,62,9,8,30463,5994,10769,52,25,8,48,None,None,18699,189,30227,27,2712,4074362,2652,3570,63110,57479,52177,8990,7837,121,101,6.09,0.88,
2022-04-29,618,584,347,53,184,75,63,9,6,30470,5995,10775,30,10,11,29,None,None,20745,207,24639,21,2501,4076798,2436,4820,61341,55320,49162,1761,6032,118,57,6.09,0.93,
2022-04-30,619,601,363,49,191,74,63,8,5,30486,5997,10780,45,23,9,40,None,None,16852,140,17017,22,1660,4078418,1620,3954,31749,28984,26737,13441,8135,86,51,6.09,0.95,
2022-05-01,638,559,382,55,186,74,62,8,4,30502,6000,10784,45,16,15,47,None,None,26288,243,26800,44,2409,4080766,2348,3738,64070,57938,49765,40103,10942,105,101,6.08,0.96,
2022-05-02,615,558,366,53,165,67,58,9,5,30515,6002,10789,41,14,8,41,None,None,18792,198,26584,39,2504,4083220,2454,3110,72288,66360,59625,47059,10693,110,76,6.08,1.03,
2022-05-03,609,542,377,44,148,64,56,8,9,30525,6005,10798,59,11,5,54,None,None,13772,192,22369,25,2503,4085641,2421,2752,62675,58014,49055,42528,7421,102,96,6.09,1.02,
2022-05-04,544,487,342,43,142,65,56,8,1,30537,6009,10799,24,13,11,25,None,None,11671,107,22395,21,2100,4087680,2039,1938,50035,46568,42474,32332,5869,90,56,6.09,0.99,
2022-05-05,516,489,327,36,138,59,53,7,2,30545,6012,10801,33,13,8,33,None,None,15191,83,29346,15,1108,4088768,1088,3114,39744,37448,34234,29422,3550,44,32,6.08,0.98,
2022-05-06,520,495,336,35,130,62,52,8,6,30553,6013,10807,38,13,9,40,None,None,16850,98,29253,19,2306,4091019,2251,3001,57248,53331,48752,35275,5004,115,100,6.08,0.97,
2022-05-07,507,491,333,35,132,63,53,8,3,30559,6014,10810,22,11,6,23,None,None,18892,104,28179,19,1851,4092832,1813,2725,41086,38439,35660,23918,6132,94,79,6.08,0.98,
2022-05-08,536,482,356,36,135,63,53,8,4,30568,6016,10814,49,13,9,52,None,None,8368,162,21838,26,2701,4095435,2603,2610,79540,73951,65155,48624,7951,146,119,6.09,0.99,
2022-05-09,532,479,343,37,132,63,53,7,2,30577,6018,10816,43,11,6,35,None,None,9468,36,7589,0,2853,4098221,2786,2076,82989,77681,71257,50126,6385,135,115,6.09,0.99,
2022-05-10,519,465,336,41,120,57,48,7,5,30582,6019,10821,43,6,8,41,None,None,14415,274,21937,68,2313,4100475,2254,1821,75525,71234,61089,52882,6626,134,90,6.09,1,
2022-05-11,495,437,326,37,119,57,50,6,1,30589,6021,10822,32,8,6,32,None,None,12860,75,22973,27,2121,4102569,2094,2093,62968,59636,53307,39933,7599,113,76,6.09,0.98,
2022-05-12,472,418,303,39,109,50,48,5,2,30598,6023,10824,29,12,8,23,None,None,22219,57,25623,14,2736,4104612,2043,2875,43180,41017,36148,24471,6515,107,82,6.09,0.96,
2022-05-13,432,415,278,31,107,56,50,6,3,30601,6024,10827,24,10,3,25,None,None,13525,43,22263,10,2099,4106656,2044,3215,67841,63345,55758,50551,4152,87,66,6.09,0.95,
2022-05-14,442,425,297,30,108,56,51,6,3,30610,6025,10830,33,10,3,34,None,None,10031,39,16439,17,1528,4108141,1485,2560,28211,26718,24491,17806,6094,83,54,6.09,0.93,
2022-05-15,459,415,308,28,109,51,48,6,8,30618,6027,10838,33,13,3,35,None,None,16547,50,28749,29,2733,4110546,2405,2417,61710,57946,51044,38185,8109,128,111,6.1,0.94,
2022-05-16,453,416,306,30,105,52,50,6,1,30622,6030,10839,38,5,6,34,None,None,13677,41,26984,23,2821,4113074,2528,2023,77624,73117,61040,55158,7021,132,104,6.1,0.94,
2022-05-17,447,407,303,31,105,54,50,6,1,30626,6031,10840,36,5,7,35,None,None,12176,33,22740,19,2358,4115386,2312,2459,66839,63258,54937,46987,6602,124,87,6.1,0.94,
2022-05-18,438,393,300,23,103,57,48,6,2,30636,6033,10842,27,11,1,32,None,None,13546,37,22438,9,2230,4117567,2181,1775,60936,58158,50501,42254,7954,92,70,6.1,0.95,
2022-05-19,420,388,283,22,98,54,44,5,4,30640,6033,10846,33,5,5,26,None,None,12791,20,24723,11,2022,4119526,1959,1850,59524,56619,48394,41928,5526,127,59,6.1,0.99,
2022-05-20,411,387,279,19,98,51,44,5,3,30644,6034,10849,30,5,1,31,None,None,10528,16,22379,7,2227,4121690,2164,2387,48712,45667,41120,33542,4490,103,55,6.1,1.05,ביטול חובת בדיקות לחוזרים מחו"ל
2022-05-21,421,407,299,16,93,50,41,5,4,30649,6035,10853,32,8,1,38,None,None,1725,6,817,15,1286,4122939,1249,2636,13931,13390,12680,4589,6179,61,41,6.1,1.08,
2022-05-22,436,392,307,17,107,52,44,5,1,30663,6037,10854,39,16,3,38,None,None,416,6,108,14,2023,4124925,1986,2311,26949,25949,23878,12145,7383,118,84,6.1,1.08,
2022-05-23,441,415,306,21,107,48,41,5,1,30675,6038,10855,48,13,8,47,None,None,172,2,0,2,2276,4127162,2237,2184,36167,35042,29115,20160,6527,111,98,6.1,1.1,ביטול חובת עטיית מסיכה בטיסות
2022-05-24,455,428,316,24,104,45,39,4,1,30679,6040,10856,39,6,8,37,None,None,166,0,0,7,1993,4129092,1930,2402,29273,28279,25245,14941,6198,105,71,6.11,1.12,
2022-05-25,476,436,335,26,95,45,37,2,2,30687,6043,10858,51,8,5,48,None,None,153,0,0,8,2203,4131241,2149,1833,28728,27913,24615,12512,7578,127,77,6.11,1.12,
2022-05-26,472,429,331,28,96,43,38,2,3,30696,6044,10861,41,15,8,36,None,None,140,0,0,6,1849,4133033,1792,1509,24954,24109,20359,12758,5418,96,54,6.11,1.07,
2022-05-27,446,426,313,25,90,44,38,2,1,30700,6045,10862,24,4,5,23,None,None,132,0,0,6,1904,4134878,1845,2751,12225,11799,10605,2529,3598,94,38,6.11,1.1,
2022-05-28,455,432,332,24,91,40,34,2,2,30706,6045,10864,34,7,5,36,None,None,118,0,0,6,1341,4136188,1310,1272,8737,8593,8228,871,5641,51,32,6.11,1.21,
2022-05-29,488,455,370,21,86,39,35,2,2,30710,6048,10866,59,5,2,61,None,None,91,0,0,9,2512,4138614,2426,3017,24553,23826,21360,10530,7020,142,82,6.11,1.29,
2022-05-30,494,448,367,25,94,35,31,2,2,30722,6048,10868,40,13,9,35,None,None,84,0,0,16,2967,4141513,2899,1852,32271,31199,26246,18248,6101,173,91,6.11,1.4,
2022-05-31,507,461,379,26,87,34,31,2,3,30727,6048,10871,53,6,4,51,None,None,73,0,0,9,2544,4143984,2471,1928,17880,17320,16322,5291,6690,153,80,6.12,1.43,
2022-06-01,506,459,383,20,89,35,29,2,3,30739,6049,10874,49,14,3,56,None,None,69,0,2,9,2522,4146445,2461,1420,21332,20642,18753,7047,7788,114,57,6.12,1.45,
2022-06-02,504,441,376,24,89,32,28,2,2,30749,6050,10876,50,14,7,46,None,None,58,0,0,0,2313,4148681,2236,1383,14950,14463,13566,3376,6285,133,61,6.12,1.52,
2022-06-03,473,449,347,22,79,30,27,2,1,30751,6050,10877,36,3,3,30,None,None,46,0,0,0,2485,4151088,2407,3132,12034,11542,10845,2323,3936,168,56,6.12,1.52,
2022-06-04,482,470,373,22,76,30,25,2,1,30753,6050,10878,36,3,3,36,None,None,45,0,0,0,1622,4152666,1578,2240,6619,6443,6205,192,3630,76,33,6.12,1.46,
2022-06-05,520,490,400,24,91,31,27,2,0,30770,6051,10878,57,17,3,51,None,None,43,0,0,0,2115,4154715,2049,2324,8905,8730,8408,13,5782,121,54,6.12,1.39,
2022-06-06,570,530,441,26,94,30,26,2,3,30780,6051,10881,74,11,6,70,None,None,42,0,0,0,3857,4158466,3751,2183,22635,21942,20281,7721,9167,233,137,6.13,1.32,
2022-06-07,584,524,448,24,101,24,20,2,3,30796,6051,10884,61,18,4,60,None,None,40,0,0,0,4888,4163233,4767,2586,26151,25300,23084,9613,8395,372,167,6.14,1.31,
2022-06-08,603,537,469,22,95,27,23,2,2,30803,6053,10886,76,8,4,71,None,None,39,0,0,0,5150,4168231,4998,1855,24705,23832,21994,7792,9362,376,179,6.15,1.3,
2022-06-09,622,555,476,37,89,24,20,2,3,30812,6054,10889,88,9,18,76,None,None,36,0,0,0,6009,4174101,5870,2031,23228,22348,21016,5625,8126,416,229,6.16,1.32,
2022-06-10,641,610,489,33,81,22,19,2,0,30820,6054,10889,85,9,4,74,None,None,34,0,0,0,4759,4178775,4674,2269,15604,14993,14268,1189,5633,321,157,6.17,1.3,
2022-06-11,663,634,522,37,96,22,19,2,2,30843,6056,10891,66,23,9,64,None,None,30,0,0,0,3427,4182114,3339,3890,12026,11727,11284,282,8094,272,146,6.17,1.28,
2022-06-12,736,663,577,38,103,22,19,2,3,30857,6057,10894,101,17,9,96,None,None,18,0,0,0,5967,4187960,5846,4545,25152,24129,22282,8973,9051,552,297,6.19,1.27,
2022-06-13,772,689,613,42,102,23,21,2,2,30871,6060,10896,108,15,15,104,None,None,8,0,0,0,7654,4195470,7510,4692,34152,32612,29660,15250,7665,684,359,6.2,1.25,
2022-06-14,814,748,640,41,112,27,24,2,0,30892,6063,10896,127,22,8,121,None,None,5,0,0,0,7870,4203185,7715,4956,24794,23830,22531,5543,8192,699,437,6.22,1.24,
2022-06-15,846,775,654,52,126,33,26,2,1,30917,6065,10897,104,26,21,102,None,None,2,0,0,0,6858,4209920,6735,3932,29096,28020,25857,10647,9283,596,350,6.24,1.23,
2022-06-16,893,795,685,48,136,36,30,2,4,30946,6071,10901,112,30,12,104,None,None,2,0,0,0,7710,4217474,7554,3835,27850,26707,24987,8489,8364,654,420,6.26,1.19,
2022-06-17,912,835,700,43,144,38,32,2,4,30972,6074,10905,124,28,5,108,None,None,2,0,0,0,7253,4224590,7116,7072,20678,19777,18883,3281,6335,630,366,6.27,1.16,
2022-06-18,968,933,747,42,149,39,34,2,4,30997,6080,10909,137,26,14,123,None,None,3,0,1,0,5056,4229561,4971,5947,13329,12924,12311,956,8512,470,264,6.28,1.14,
2022-06-19,1066,946,820,58,170,44,36,2,4,31030,6084,10913,143,36,25,140,None,None,4,0,1,0,10463,4239802,10241,7153,29847,28519,26326,4720,12670,984,677,6.31,1.12,
2022-06-20,1104,972,810,61,187,45,37,2,2,31069,6089,10915,163,42,25,145,None,None,4,0,0,5,10989,4250611,10809,6396,44802,42945,39371,19605,11264,1170,684,6.35,1.1,
2022-06-21,1182,1078,875,76,185,44,35,2,5,31099,6091,10920,204,37,30,198,None,None,5,0,0,3,11103,4261519,10908,6407,34765,33351,31121,8706,11418,1083,756,6.38,1.07,
2022-06-22,1242,1116,898,88,216,45,37,2,4,31150,6093,10924,181,57,41,158,None,None,6,0,1,4,9874,4271218,9699,5267,35039,33504,31353,9613,12108,1078,610,6.41,1.07,
2022-06-23,1303,1170,940,97,216,44,36,2,11,31193,6097,10935,187,44,25,173,None,None,6,0,0,5,10431,4281413,10195,6593,40848,39080,35428,15676,11143,1053,523,6.44,1.06,
2022-06-24,1343,1220,962,106,225,46,35,2,10,31237,6103,10945,186,48,36,168,None,None,6,0,0,0,9863,4291057,9644,10173,27369,26104,24664,3899,8272,989,541,6.46,1.06,
2022-06-25,1391,1314,999,122,224,42,32,2,13,31269,6105,10958,193,40,38,177,None,None,8,0,1,1,6489,4297379,6322,8963,16420,15947,15259,445,10348,711,401,6.47,1.04,
2022-06-26,1535,1309,1061,153,277,55,44,1,8,31343,6120,10966,228,85,54,219,None,None,7,0,0,0,11756,4308887,11508,10343,34184,32768,31051,5887,15271,1447,756,6.51,1.02,
2022-06-27,1544,1336,1069,126,285,54,42,1,12,31397,6125,10978,226,62,26,217,None,None,8,0,0,1,13088,4321802,12915,8605,47177,45191,42265,17171,12955,1448,754,6.55,1.02,
2022-06-28,1574,1394,1083,118,303,52,41,1,10,31459,6130,10988,251,70,40,224,None,None,9,0,0,1,12304,4333928,12126,9641,41791,40025,37355,12543,12325,1508,744,6.59,1.01,
2022-06-29,1631,1418,1129,128,325,64,43,1,13,31516,6134,11001,255,65,39,237,None,None,12,0,0,4,11349,4345112,11184,6693,41234,39310,36673,13022,12421,1322,673,6.62,0.99,
2022-06-30,1636,1397,1110,139,319,59,43,1,14,31565,6139,11015,209,54,44,186,None,None,13,0,0,1,10389,4355290,10178,7253,33638,32060,30126,9258,11104,1157,664,6.65,0.97,
2022-07-01,1588,1433,1090,111,320,60,44,1,19,31618,6147,11034,216,55,18,203,None,None,14,0,0,1,9593,4364737,9447,12424,29266,27831,26288,7296,8146,1069,600,6.67,0.95,
2022-07-02,1598,1473,1082,115,351,64,50,1,13,31693,6155,11047,204,84,35,197,None,None,12,0,0,0,7000,4371645,6908,10444,17286,16688,16224,492,10137,849,401,6.69,0.92,
2022-07-03,1733,1519,1189,136,352,62,49,2,11,31740,6159,11058,274,55,50,274,None,None,12,0,0,2,12490,4383893,12248,11268,32648,31236,29977,3731,15530,1621,999,6.73,0.91,
2022-07-04,1756,1507,1174,117,404,64,49,2,12,31817,6166,11070,242,92,38,223,None,None,13,0,1,1,14168,4397828,13935,9161,49697,47580,46363,18938,13180,1864,951,6.78,0.9,
2022-07-05,1815,1563,1218,120,381,64,50,2,14,31873,6174,11084,294,61,40,287,None,None,12,0,0,0,12284,4409886,12058,9892,38398,36713,35753,10449,11996,1539,814,6.82,0.89,
2022-07-06,1776,1535,1206,120,373,65,48,2,14,31924,6178,11098,249,60,39,244,None,None,13,0,5,0,10704,4420414,10528,7412,40442,38548,34822,13554,13017,1407,696,6.86,0.89,
2022-07-07,1780,1509,1208,123,378,72,55,2,12,31990,6187,11110,262,74,36,255,None,None,10,0,0,0,10229,4430416,10002,8015,36480,34714,33773,11790,11065,1248,679,6.89,0.87,
2022-07-08,1696,1544,1099,135,378,77,60,2,14,32044,6193,11124,195,59,51,174,None,None,11,0,0,1,9352,4439565,9149,13608,26511,25147,24238,4594,8100,1135,579,6.91,0.86,
2022-07-09,1700,1609,1143,139,388,80,65,2,19,32098,6202,11143,203,60,39,205,None,None,10,0,1,0,5866,4445266,5701,10872,15097,14516,13827,370,9223,716,352,6.91,0.85,
2022-07-10,1852,1566,1243,149,412,85,67,1,15,32170,6212,11158,259,84,39,259,None,None,10,0,0,0,10760,4455772,10506,11388,31016,29536,28339,4925,13980,1469,797,6.95,0.84,
2022-07-11,1801,1589,1155,152,412,89,69,0,14,32238,6221,11172,226,75,43,205,None,None,10,0,1,0,11920,4467489,11717,9465,41602,39772,38667,14634,11253,1647,775,6.99,0.83,
2022-07-12,1831,1584,1184,151,413,85,77,0,14,32298,6232,11186,254,73,40,240,None,None,10,0,0,0,9839,4477149,9660,10013,32566,31081,30050,9075,10394,1385,647,7.02,0.81,
2022-07-13,1804,1549,1168,141,423,90,80,1,13,32358,6244,11199,238,74,47,224,None,None,10,0,0,0,8473,4485453,8304,7270,30341,28958,28150,7371,11167,1203,543,7.05,0.81,
2022-07-14,1757,1527,1118,137,423,94,81,1,22,32425,6253,11221,225,75,42,207,None,None,10,0,0,0,8155,4493470,8017,5958,34009,32474,31608,13282,9166,1167,509,7.08,0.8,
2022-07-15,1731,1548,1067,139,426,93,80,1,12,32490,6261,11233,208,75,36,184,None,None,10,0,0,0,7818,4501106,7636,12135,25614,24336,23335,5534,7050,1018,414,7.09,0.78,
2022-07-16,1731,1669,1095,146,432,96,81,1,13,32536,6269,11246,220,48,33,207,None,None,10,0,0,0,4492,4505470,4364,9638,12829,12351,11926,426,8022,629,251,7.09,0.8,
2022-07-17,1838,1559,1179,180,450,105,86,1,8,32591,6277,11254,196,63,58,207,None,None,10,0,0,0,8202,4513462,7992,10597,27750,26473,25603,6238,11411,1269,568,7.12,0.8,
2022-07-18,1785,1551,1100,160,454,102,88,1,13,32641,6283,11267,228,63,41,203,None,None,10,1,1,0,8884,4522201,8739,7929,36312,34783,33880,13440,9263,1218,545,7.14,0.8,
2022-07-19,1736,1500,1068,156,424,100,83,0,19,32694,6288,11286,202,59,39,200,None,None,16,0,6,0,7156,4529212,7011,8516,29628,28261,27372,10058,8345,1042,456,7.16,0.79,
2022-07-20,1666,1441,1024,163,409,96,83,0,13,32735,6297,11299,185,52,34,191,None,None,63,0,52,1,6321,4535428,6216,6285,27251,26040,25386,9511,7827,896,406,7.18,0.79,
2022-07-21,1588,1376,971,153,388,96,85,0,20,32775,6306,11319,170,50,42,154,None,None,93,0,30,0,5636,4540948,5520,5919,24490,23333,22636,8308,6904,793,353,7.2,0.78,
2022-07-22,1492,1353,928,128,374,99,90,0,11,32817,6316,11330,148,46,24,138,None,None,93,0,0,0,5259,4546114,5166,6465,19947,18987,18269,4913,5215,687,270,7.21,0.79,
2022-07-23,1449,1394,913,120,381,101,92,0,15,32847,6323,11345,120,50,23,128,None,None,92,0,0,0,2977,4548998,2884,9316,10157,9807,9356,56,6728,410,162,7.21,0.78,
2022-07-24,1555,1345,997,131,387,105,97,0,14,32897,6331,11359,184,62,38,203,None,None,92,2,0,0,5771,4554635,5637,8325,24548,23351,22452,7049,8670,862,355,7.22,0.78,
2022-07-25,1541,1353,970,135,385,103,93,0,13,32941,6336,11372,189,53,37,180,None,None,91,0,0,0,5726,4560275,5640,4373,31875,30477,29722,15095,6856,876,334,7.24,0.78,
2022-07-26,1494,1308,943,118,376,99,87,0,10,32982,6341,11382,149,51,26,155,None,None,91,0,0,0,5595,4565769,5494,4731,25018,23849,23067,8331,6574,815,344,7.26,0.78,
2022-07-27,1416,1241,870,118,368,103,88,0,13,33023,6348,11395,125,47,28,126,None,None,99,0,8,0,4485,4570171,4402,3784,23185,22229,21563,7268,7436,699,230,7.27,0.77,
2022-07-28,1363,1163,862,97,351,99,86,0,14,33051,6355,11409,140,37,19,138,None,None,148,0,49,0,4168,4574260,4089,8874,21215,20080,19500,7698,5331,580,242,7.28,0.76,
2022-07-29,1289,1198,804,91,329,99,87,0,8,33077,6359,11417,127,31,24,123,None,None,148,0,0,0,3464,4577605,3345,6987,15275,14462,13883,3821,3858,514,196,7.28,0.74,
2022-07-30,1294,1237,808,98,343,109,93,0,10,33117,6369,11427,125,50,24,110,None,None,148,0,0,0,2155,4579701,2096,5640,7925,7641,7376,62,4993,346,99,7.28,0.74,
2022-07-31,1362,1190,878,103,337,97,87,0,15,33159,6373,11442,141,46,20,153,None,None,149,0,0,3,3806,4583399,3698,5587,20281,19418,18660,7190,6820,585,220,7.29,0.74,
2022-08-01,1332,1186,847,93,332,102,87,0,18,33196,6377,11460,145,44,18,149,None,None,149,0,0,2,4362,4587683,4284,4592,23413,22319,21766,9649,5180,652,248,7.3,0.73,
2022-08-02,1272,1097,817,94,324,115,97,1,8,33221,6390,11468,118,36,28,136,None,None,144,0,0,1,3618,4591244,3561,5302,20431,19445,18895,8037,4986,567,189,7.31,0.73,
2022-08-03,1213,1052,705,91,295,107,93,1,8,33253,6394,11476,119,38,22,118,None,None,95,0,1,2,3050,4594242,2998,3849,20077,19180,18570,8320,5451,467,156,7.32,0.73,
2022-08-04,1144,989,653,89,279,106,91,1,7,33278,6399,11483,104,33,25,104,None,None,65,0,0,0,2865,4597048,2806,3606,18704,17777,17273,7109,5128,426,117,7.33,0.73,
