,All ages - Total population,,,,All ages - Daily verified,,,,All ages - Total serious,,,,All ages - New serious,,,,All ages - Total deaths,,,,Above 60 - Total population,,,,Above 60 - Daily verified,,,,Above 60 - Total serious,,,,Above 60 - New serious,,,,Above 60 - Total deaths,,,,Below 60 - Total population,,,,Below 60 - Daily verified,,,,Below 60 - Total serious,,,,Below 60 - New serious,,,,Below 60 - Total deaths,,,
Date,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated,Booster vaccinated,Fully vaccinated,Partially vaccinated,Not vaccinated
2021-07-09T00:00:00.000Z,None,5347358,379437,3564945,None,271,21,242,None,19,0,20,None,None,None,None,None,None,None,None,None,1301506,27038,100680,None,80,2,3,None,17,0,9,None,None,None,None,None,None,None,None,None,4045584,352353,3464579,None,191,19,238,None,2,0,11,None,None,None,None,None,None,None,None
2021-07-10T00:00:00.000Z,None,5348011,383682,3560047,None,125,12,124,None,19,0,20,None,None,None,None,None,None,None,None,None,1301733,27090,100401,None,21,0,0,None,17,0,11,None,None,None,None,None,None,None,None,None,4046010,356546,3459960,None,104,12,124,None,2,0,9,None,None,None,None,None,None,None,None
2021-07-11T00:00:00.000Z,None,5354147,378932,3558661,None,267,18,158,None,27,0,20,None,None,None,None,None,None,None,None,None,1302316,26798,100110,None,66,0,2,None,25,0,12,None,None,None,None,None,None,None,None,None,4051563,352088,3458865,None,201,18,156,None,2,0,8,None,None,None,None,None,None,None,None
2021-07-12T00:00:00.000Z,None,5360459,374944,3556337,None,414,23,325,None,26,0,19,None,None,None,None,None,None,None,None,None,1302798,26574,99852,None,97,0,8,None,25,0,10,None,None,None,None,None,None,None,None,None,4057393,348324,3456799,None,317,23,314,None,1,0,9,None,None,None,None,None,None,None,None
2021-07-13T00:00:00.000Z,None,5367287,370966,3553487,None,402,25,319,None,25,0,20,None,None,None,None,None,None,None,None,None,1303362,26299,99563,None,92,0,12,None,24,0,10,None,None,None,None,None,None,None,None,None,4063657,344621,3454238,None,310,25,305,None,1,0,10,None,None,None,None,None,None,None,None
2021-07-14T00:00:00.000Z,None,5373046,367819,3550875,None,403,28,340,None,32,0,19,None,None,None,None,None,None,None,None,None,1303887,26107,99230,None,87,0,10,None,31,0,10,None,None,None,None,None,None,None,None,None,4068891,341666,3451959,None,315,28,329,None,1,0,9,None,None,None,None,None,None,None,None
2021-07-15T00:00:00.000Z,None,5379054,364667,3548019,None,438,38,387,None,31,1,22,None,None,None,None,None,None,None,None,None,1304409,25920,98895,None,99,0,4,None,30,1,9,None,None,None,None,None,None,None,None,None,4074377,338701,3449438,None,339,38,382,None,1,0,13,None,None,None,None,None,None,None,None
2021-07-16T00:00:00.000Z,None,5382555,362321,3546864,None,564,41,525,None,29,1,19,None,None,None,None,None,None,None,None,None,1304795,25786,98643,None,131,1,12,None,29,1,9,None,None,None,None,None,None,None,None,None,4077492,336489,3448535,None,433,40,508,None,0,0,10,None,None,None,None,None,None,None,None
2021-07-17T00:00:00.000Z,None,5383658,361517,3546565,None,231,24,177,None,35,1,22,None,None,None,None,None,None,None,None,None,1305029,25756,98439,None,65,0,2,None,35,1,10,None,None,None,None,None,None,None,None,None,4078361,335715,3448440,None,165,24,175,None,0,0,12,None,None,None,None,None,None,None,None
2021-07-18T00:00:00.000Z,None,5387691,359491,3544558,None,453,28,356,None,41,1,24,None,None,None,None,None,None,None,None,None,1305397,25671,98156,None,101,0,10,None,40,1,10,None,None,None,None,None,None,None,None,None,4082026,333774,3446716,None,352,28,341,None,1,0,14,None,None,None,None,None,None,None,None
2021-07-19T00:00:00.000Z,None,5392499,357786,3541455,None,692,48,645,None,43,1,17,None,None,None,None,None,None,None,None,None,1305744,25655,97825,None,131,2,8,None,41,1,10,None,None,None,None,None,None,None,None,None,4086487,332085,3443944,None,561,46,629,None,2,0,7,None,None,None,None,None,None,None,None
2021-07-20T00:00:00.000Z,None,5399062,353768,3538910,None,767,37,606,None,38,2,22,None,None,None,None,None,None,None,None,None,1306078,25641,97505,None,186,0,14,None,36,2,11,None,None,None,None,None,None,None,None,None,4092716,328081,3441719,None,581,37,583,None,2,0,11,None,None,None,None,None,None,None,None
2021-07-21T00:00:00.000Z,None,5407322,347767,3536651,None,708,31,607,None,38,2,27,None,None,None,None,None,None,None,None,None,1306454,25575,97195,None,177,0,18,None,35,2,13,None,None,None,None,None,None,None,None,None,4100600,322146,3439770,None,531,31,582,None,3,0,14,None,None,None,None,None,None,None,None
2021-07-22T00:00:00.000Z,None,5417424,340457,3533859,None,662,39,582,None,45,2,29,None,None,None,None,None,None,None,None,None,1306846,25514,96864,None,148,3,15,None,40,2,14,None,None,None,None,None,None,None,None,None,4110310,314897,3437309,None,514,36,563,None,5,0,15,None,None,None,None,None,None,None,None
2021-07-23T00:00:00.000Z,None,5423594,336205,3531941,None,781,28,631,None,54,2,30,None,None,None,None,None,None,None,None,None,1307090,25498,96636,None,196,0,10,None,48,2,13,None,None,None,None,None,None,None,None,None,4116236,310661,3435619,None,585,28,614,None,6,0,17,None,None,None,None,None,None,None,None
2021-07-24T00:00:00.000Z,None,5424965,335407,3531368,None,521,24,427,None,58,3,28,None,None,None,None,None,None,None,None,None,1307283,25492,96449,None,126,2,9,None,50,3,14,None,None,None,None,None,None,None,None,None,4117414,309869,3435233,None,395,22,415,None,8,0,14,None,None,None,None,None,None,None,None
2021-07-25T00:00:00.000Z,None,5435136,329581,3527023,None,793,36,587,None,64,3,30,None,None,None,None,None,None,None,None,None,1307620,25545,96059,None,167,1,16,None,58,3,13,None,None,None,None,None,None,None,None,None,4127248,303990,3431278,None,626,35,568,None,6,0,17,None,None,None,None,None,None,None,None
2021-07-26T00:00:00.000Z,None,5447433,322325,3521982,None,1213,37,885,None,81,3,39,None,None,None,None,None,None,None,None,None,1308001,25522,95701,None,301,3,28,None,73,3,17,None,None,None,None,None,None,None,None,None,4139164,296757,3426595,None,912,34,850,None,8,0,22,None,None,None,None,None,None,None,None
2021-07-27T00:00:00.000Z,None,5459945,315197,3516598,None,1250,50,986,None,99,4,52,None,None,None,None,None,None,None,None,None,1308438,25458,95328,None,292,3,26,None,90,3,27,None,None,None,None,None,None,None,None,None,4151239,289693,3421584,None,956,47,944,None,9,1,25,None,None,None,None,None,None,None,None
2021-07-28T00:00:00.000Z,None,5472316,306729,3512695,None,1157,52,982,None,91,5,55,None,None,None,None,None,None,None,None,None,1308875,25361,94988,None,285,4,32,None,81,4,28,None,None,None,None,None,None,None,None,None,4163173,281322,3418021,None,871,48,938,None,10,1,27,None,None,None,None,None,None,None,None
2021-07-29T00:00:00.000Z,None,5486232,297378,3508130,None,1207,38,931,None,88,5,61,None,None,None,None,None,None,None,None,None,1309293,25322,94609,None,321,3,30,None,79,4,33,None,None,None,None,None,None,None,None,None,4176671,272010,3413835,None,884,35,890,None,9,1,28,None,None,None,None,None,None,None,None
2021-07-30T00:00:00.000Z,None,5494696,291449,3505595,None,1331,44,1066,None,114,5,60,None,None,None,None,None,None,None,None,None,1309583,25326,94315,None,365,3,23,None,106,4,35,None,None,None,None,None,None,None,None,None,4184845,266077,3411594,None,966,40,1031,None,8,1,25,None,None,None,None,None,None,None,None
2021-07-31T00:00:00.000Z,None,5496171,291331,3504238,None,1054,38,1006,None,124,7,67,None,None,None,None,None,None,None,None,None,1309789,25349,94086,None,220,2,20,None,115,5,41,None,None,None,None,None,None,None,None,None,4186114,265936,3410466,None,834,36,978,None,9,2,26,None,None,None,None,None,None,None,None
2021-08-01T00:00:00.000Z,None,5512459,278066,3501215,None,1132,30,962,None,121,7,67,None,None,None,None,None,None,None,None,None,1310258,25254,93712,None,253,1,26,None,112,5,41,None,None,None,None,None,None,None,None,None,4201933,252766,3407817,None,879,29,922,None,9,2,26,None,None,None,None,None,None,None,None
2021-08-02T00:00:00.000Z,None,5526825,266734,3498181,None,2026,63,1769,None,138,6,69,None,None,None,None,None,None,None,None,None,1310757,25147,93320,None,518,3,47,None,125,5,39,None,None,None,None,None,None,None,None,None,4215800,241541,3405175,None,1507,60,1712,None,13,1,30,None,None,None,None,None,None,None,None
2021-08-03T00:00:00.000Z,None,5541304,255559,3494877,None,1731,77,1503,None,153,7,71,None,None,None,None,None,None,None,None,None,1311291,25046,92887,None,393,6,49,None,141,6,42,None,None,None,None,None,None,None,None,None,4229745,230467,3402304,None,1337,70,1442,None,12,1,29,None,None,None,None,None,None,None,None
2021-08-04T00:00:00.000Z,None,5554296,246039,3491405,None,1883,52,1572,None,151,7,77,None,None,None,None,None,None,None,None,None,1311828,24942,92454,None,381,2,52,None,141,6,44,None,None,None,None,None,None,None,None,None,4242200,221051,3399265,None,1499,49,1503,None,10,1,33,None,None,None,None,None,None,None,None
2021-08-05T00:00:00.000Z,None,5569203,235559,3486978,None,2125,63,1693,None,166,8,86,None,None,None,None,None,None,None,None,None,1312399,24861,91964,None,491,4,57,None,155,7,51,None,None,None,None,None,None,None,None,None,4256536,210652,3395328,None,1632,59,1625,None,11,1,35,None,None,None,None,None,None,None,None
2021-08-06T00:00:00.000Z,None,5580398,226724,3484618,None,2062,61,1765,None,176,8,90,None,None,None,None,None,None,None,None,None,1312770,24830,91624,None,476,2,51,None,163,7,52,None,None,None,None,None,None,None,None,None,4267360,201848,3393308,None,1584,59,1704,None,13,1,38,None,None,None,None,None,None,None,None
2021-08-07T00:00:00.000Z,None,5584090,224008,3483642,None,1533,43,1352,None,209,6,108,None,None,None,None,None,None,None,None,None,1313015,24813,91396,None,292,3,33,None,193,5,62,None,None,None,None,None,None,None,None,None,4270807,199149,3392560,None,1241,40,1316,None,16,1,46,None,None,None,None,None,None,None,None
2021-08-08T00:00:00.000Z,None,5587641,225453,3478646,None,1871,52,1519,None,232,6,123,None,None,None,None,None,None,None,None,None,1313397,24959,90868,None,405,2,51,None,212,5,76,None,None,None,None,None,None,None,None,None,4273976,200448,3388092,None,1466,50,1454,None,20,1,47,None,None,None,None,None,None,None,None
2021-08-09T00:00:00.000Z,None,5591042,227350,3473348,None,3421,111,2839,None,234,10,133,None,None,None,None,None,None,None,None,None,1313870,25010,90344,None,696,10,97,None,214,8,84,None,None,None,None,None,None,None,None,None,4276904,202294,3383318,None,2724,101,2724,None,20,2,49,None,None,None,None,None,None,None,None
2021-08-10T00:00:00.000Z,None,5594639,229267,3467834,None,3220,98,2534,None,243,10,140,None,None,None,None,None,None,None,None,None,1314457,24977,89790,None,686,4,59,None,219,9,87,None,None,None,None,None,None,None,None,None,4279914,204244,3378358,None,2534,94,2453,None,24,1,53,None,None,None,None,None,None,None,None
2021-08-11T00:00:00.000Z,None,5598131,231384,3462225,None,3321,103,2598,None,250,10,145,None,None,None,None,None,None,None,None,None,1315116,24951,89157,None,649,5,79,None,223,10,88,None,None,None,None,None,None,None,None,None,4282747,206387,3373382,None,2672,98,2503,None,27,0,57,None,None,None,None,None,None,None,None
2021-08-12T00:00:00.000Z,None,5602196,234330,3455214,None,3322,83,2740,None,279,10,163,None,None,None,None,None,None,None,None,None,1315831,24870,88523,None,702,2,88,None,253,10,98,None,None,None,None,None,None,None,None,None,4286097,209414,3367005,None,2619,81,2638,None,26,0,65,None,None,None,None,None,None,None,None
2021-08-13T00:00:00.000Z,None,5604168,236108,3451464,None,3104,94,2745,None,281,11,181,None,None,None,None,None,None,None,None,None,1316308,24787,88129,None,584,3,81,None,255,10,108,None,None,None,None,None,None,None,None,None,4287592,211275,3363649,None,2519,91,2640,None,26,1,73,None,None,None,None,None,None,None,None
2021-08-14T00:00:00.000Z,None,5604868,237653,3449219,None,2267,81,1866,None,295,9,188,None,None,None,None,None,None,None,None,None,1316637,24795,87792,None,398,4,50,None,270,8,115,None,None,None,None,None,None,None,None,None,4287963,212812,3361741,None,1869,77,1799,None,25,1,73,None,None,None,None,None,None,None,None
2021-08-15T00:00:00.000Z,None,5608687,241004,3442049,None,2741,102,2347,None,321,11,209,None,None,None,None,None,None,None,None,None,1317407,24663,87154,None,434,3,89,None,280,9,125,None,None,None,None,None,None,None,None,None,4291012,216295,3355209,None,2306,98,2237,None,41,2,84,None,None,None,None,None,None,None,None
2021-08-16T00:00:00.000Z,None,5612393,244283,3435064,None,4525,167,4095,None,301,12,220,None,None,None,None,None,None,None,None,None,1318230,24531,86463,None,789,7,115,None,262,11,134,None,None,None,None,None,None,None,None,None,4293895,219706,3348915,None,3732,160,3957,None,39,1,86,None,None,None,None,None,None,None,None
2021-08-17T00:00:00.000Z,None,5615821,248635,3427284,None,4034,143,3776,None,327,10,237,None,None,None,None,None,None,None,None,None,1318992,24480,85752,None,545,5,106,None,279,10,147,None,None,None,None,None,None,None,None,None,4296561,224109,3341846,None,3484,138,3643,None,48,0,90,None,None,None,None,None,None,None,None
2021-08-18T00:00:00.000Z,None,5618629,254533,3418578,None,3951,148,3903,None,326,12,254,None,None,None,None,None,None,None,None,None,1319588,24534,85102,None,557,5,115,None,270,11,158,None,None,None,None,None,None,None,None,None,4298773,229953,3333790,None,3392,143,3745,None,56,1,96,None,None,None,None,None,None,None,None
2021-08-19T00:00:00.000Z,None,5622002,261280,3408458,None,3898,153,3758,None,326,12,259,None,None,None,None,None,None,None,None,None,1320224,24612,84388,None,519,15,120,None,271,12,154,None,None,None,None,None,None,None,None,None,4301510,236622,3324384,None,3377,138,3608,None,55,0,105,None,None,None,None,None,None,None,None
2021-08-20T00:00:00.000Z,None,5624051,264002,3403687,None,3783,160,3958,None,320,13,270,None,None,None,None,None,None,None,None,None,1320639,24575,84010,None,483,8,114,None,265,12,166,None,None,None,None,None,None,None,None,None,4303144,239380,3319992,None,3299,152,3813,None,55,1,104,None,None,None,None,None,None,None,None
2021-08-21T00:00:00.000Z,None,5624730,266831,3400179,None,2629,103,2683,None,344,12,300,None,None,None,None,None,None,None,None,None,1320952,24562,83710,None,311,5,68,None,278,11,184,None,None,None,None,None,None,None,None,None,4303510,242222,3316784,None,2316,98,2600,None,66,1,116,None,None,None,None,None,None,None,None
2021-08-22T00:00:00.000Z,None,5629184,272291,3390265,None,3391,136,3054,None,366,13,302,None,None,None,None,None,None,None,None,None,1321597,24587,83040,None,328,9,87,None,297,11,181,None,None,None,None,None,None,None,None,None,4307318,247658,3307540,None,3060,127,2939,None,69,2,121,None,None,None,None,None,None,None,None
2021-08-23T00:00:00.000Z,None,5634937,277546,3379257,None,4692,229,5086,None,347,14,323,None,None,None,None,None,None,None,None,None,1322424,24415,82385,None,471,4,125,None,279,12,195,None,None,None,None,None,None,None,None,None,4312244,253085,3297187,None,4219,225,4933,None,68,2,128,None,None,None,None,None,None,None,None
2021-08-24T00:00:00.000Z,None,5641348,282968,3367424,None,4786,245,5050,None,333,17,332,None,None,None,None,None,None,None,None,None,1323359,24168,81697,None,412,12,108,None,272,14,199,None,None,None,None,None,None,None,None,None,4317720,258754,3286042,None,4373,233,4915,None,61,3,133,None,None,None,None,None,None,None,None
2021-08-25T00:00:00.000Z,None,5647249,286853,3357638,None,4182,233,4805,None,328,16,356,None,None,None,None,None,None,None,None,None,1324143,24005,81076,None,372,9,88,None,268,13,213,None,None,None,None,None,None,None,None,None,4322837,262802,3276877,None,3806,224,4681,None,60,3,143,None,None,None,None,None,None,None,None
2021-08-26T00:00:00.000Z,None,5654144,290134,3347462,None,4249,203,4644,None,316,15,360,None,None,None,None,None,None,None,None,None,1325068,23693,80463,None,365,7,102,None,254,13,214,None,None,None,None,None,None,None,None,None,4328807,266395,3267314,None,3883,196,4509,None,62,2,146,None,None,None,None,None,None,None,None
2021-08-27T00:00:00.000Z,None,5657658,290953,3343129,None,3887,231,4561,None,320,15,363,None,None,None,None,None,None,None,None,None,1325495,23597,80132,None,395,6,123,None,255,13,217,None,None,None,None,None,None,None,None,None,4331894,267310,3263312,None,3491,225,4414,None,65,2,146,None,None,None,None,None,None,None,None
2021-08-28T00:00:00.000Z,None,5659672,292653,3339415,None,3462,185,3633,None,330,17,358,None,None,None,None,None,None,None,None,None,1325853,23521,79850,None,303,11,86,None,261,15,213,None,None,None,None,None,None,None,None,None,4333550,269086,3259880,None,3156,174,3534,None,69,2,145,None,None,None,None,None,None,None,None
2021-08-29T00:00:00.000Z,None,5666291,296494,3328955,None,3302,203,3274,None,340,17,396,None,None,None,None,None,None,None,None,None,1326601,23359,79264,None,240,4,82,None,269,13,237,None,None,None,None,None,None,None,None,None,4339421,273089,3250006,None,3062,199,3167,None,71,4,159,None,None,None,None,None,None,None,None
2021-08-30T00:00:00.000Z,None,5672667,302563,3316510,None,4548,342,6257,None,329,16,403,None,None,None,None,None,None,None,None,None,1327368,23199,78657,None,299,15,118,None,260,12,235,None,None,None,None,None,None,None,None,None,4345030,279318,3238168,None,4248,327,6103,None,69,4,168,None,None,None,None,None,None,None,None
2021-08-31T00:00:00.000Z,None,5679565,307856,3304319,None,4364,321,5753,None,316,17,378,None,None,None,None,None,None,None,None,None,1328192,22954,78078,None,347,11,119,None,245,11,219,None,None,None,None,None,None,None,None,None,4351104,284856,3226556,None,4012,310,5594,None,71,6,159,None,None,None,None,None,None,None,None
2021-09-01T00:00:00.000Z,None,5685961,310413,3295366,None,4556,351,6378,None,294,16,374,None,None,None,None,None,None,None,None,None,1328953,22735,77536,None,333,17,126,None,231,10,215,None,None,None,None,None,None,None,None,None,4356738,287633,3218145,None,4222,334,6196,None,63,6,159,None,None,None,None,None,None,None,None
2021-09-02T00:00:00.000Z,None,5693449,311760,3286531,None,4364,356,6589,None,283,14,377,None,None,None,None,None,None,None,None,None,1329715,22576,76933,None,298,8,90,None,219,9,219,None,None,None,None,None,None,None,None,None,4363464,289139,3209913,None,4065,348,6449,None,64,5,158,None,None,None,None,None,None,None,None
2021-09-03T00:00:00.000Z,None,5696978,311955,3282807,None,3893,328,5573,None,274,12,376,None,None,None,None,None,None,None,None,None,1330091,22481,76652,None,295,9,107,None,213,8,212,None,None,None,None,None,None,None,None,None,4366616,289430,3206470,None,3597,319,5436,None,61,4,164,None,None,None,None,None,None,None,None
2021-09-04T00:00:00.000Z,None,5698991,312616,3280133,None,2083,167,2725,None,282,12,386,None,None,None,None,None,None,None,None,None,1330400,22416,76408,None,134,8,58,None,216,8,217,None,None,None,None,None,None,None,None,None,4368320,290156,3204040,None,1948,159,2638,None,66,4,169,None,None,None,None,None,None,None,None
2021-09-05T00:00:00.000Z,None,5707493,304131,3280116,None,478,18,388,None,276,13,392,None,None,None,None,None,None,None,None,None,1331170,21825,76229,None,26,0,6,None,210,9,218,None,None,None,None,None,None,None,None,None,4376051,282263,3204202,None,452,18,378,None,66,4,172,None,None,None,None,None,None,None,None
